score,computational_cost,nb_calls
142,746.228,87086
122,523.24,62545
74,321.268,37757
100,447.335,53403
92,387.239,47048
96,397.047,48380
114,488.376,58457
90,366.787,45074
98,466.204,52523
98,447.171,52085
132,597.128,73706
98,430.305,51158
88,349.749,42130
72,295.921,35635
112,499.785,62330
90,414.824,48368
98,456.929,52177
122,559.795,65770
104,467.243,56275
108,501.493,59742
136,610.763,71588
92,385.99,47442
106,453.525,53931
90,379.736,43980
82,343.465,40034
126,516.35,62854
94,374.088,44430
70,320.456,36644
90,431.097,50120
216,1209.31,138254
126,578.449,66972
152,815.128,96217
108,486.725,57168
106,422.953,50744
112,458.904,55536
114,495.488,59276
168,902.046,101185
106,444.684,51326
104,461.681,57112
102,507.812,59112
130,619.656,72474
168,850.872,99602
96,369.92,43811
92,475.57,53637
82,398.391,44049
86,352.576,42985
110,506.207,58577
76,300.846,35575
106,427.864,51464
110,425.745,50281
100,474.005,55003
92,386.485,46853
100,412.907,49109
82,337.592,39303
114,485.866,59328
114,537.154,60492
116,515.501,61396
88,352.921,42045
120,521.92,63284
140,669.116,77492
118,573.612,64779
174,920.057,104950
114,504.386,59403
112,494.571,59159
148,860.017,93104
102,413.978,50277
86,360.711,41940
92,435.177,49001
104,425.299,51148
114,493.412,57075
158,901.574,99571
126,583.395,66939
86,375.121,44982
100,461.322,47990
96,498.926,52155
130,658.987,66110
84,466.499,47679
114,634.133,63862
106,561.68,55703
88,463.894,46296
102,546.873,55426
90,413.057,44506
88,487.015,47738
106,616.281,60658
88,413.28,42279
112,690.684,59677
84,403.232,39929
114,597.225,61878
76,430.702,41444
154,893.781,92836
144,784.86,78013
86,420.267,41711
112,586.711,60158
112,608.263,61852
120,677.428,65345
114,579.746,57470
118,564.822,58952
92,460.225,46234
112,524.658,52885
110,510.73,55203
96,474.883,45674
106,582.811,57867
110,549.292,52578
72,354.88,35314
194,1214.91,116006
112,578.28,58638
108,527.305,53703
98,474.232,46065
106,494.227,50323
78,402.885,38308
74,420.002,41970
118,549.796,57013
86,446.216,44493
94,460.001,46945
128,725.557,72901
94,532.948,52671
88,487.037,48123
86,453.75,46981
106,555.269,55178
116,572.877,58564
94,430.46,46594
189,1195.5,117468
94,464.428,46667
1000,69764.5,1.02705e+06
86,478.068,47661
142,801.381,77905
106,535.884,53627
122,575.275,59617
122,662.144,62281
100,513.217,50300
130,599.098,60555
100,582.316,53710
94,450.979,47348
90,444.933,45952
88,447.304,43420
90,497.456,51108
112,528.052,54518
126,770.685,69323
100,552.222,55762
110,596.441,57866
116,559.776,59394
90,434.444,43656
84,467.423,47260
100,490.196,49454
92,475.833,49677
94,454.25,47500
156,973.263,93716
112,577.662,57379
92,477.05,48642
254,1915.74,175301
104,521.033,51794
100,543.554,54028
124,664.469,66442
124,630.537,65617
102,555.422,55374
96,532.161,50750
158,987.344,94517
114,585.917,58678
94,485.03,47837
120,645.272,62952
128,629.259,64948
98,549.473,53767
116,564.823,58627
114,633.248,63286
108,569.117,58478
92,398.48,40277
108,670.034,63110
96,575.97,56293
78,422.936,42910
114,575.865,57473
100,492.625,49217
108,501.469,50345
168,980.147,90893
90,422.729,42701
94,444.964,43623
96,547.486,54047
114,529.988,54208
120,627.256,62706
72,421.923,40799
84,423.37,40815
98,588.096,56169
124,686.927,67063
82,465.704,44882
100,569.963,55604
110,551.693,55194
136,776.465,79574
104,561.961,55857
126,616.716,61743
136,849.604,77795
112,542.171,53709
128,692.44,70041
102,552.211,55792
86,487.785,47880
114,538.087,52861
112,601.629,58497
110,612.955,60361
96,460.023,47240
148,843.674,84996
118,661.092,66544
116,623.706,61387
108,536.058,53485
130,738.655,72829
190,1367.5,128785
142,794.232,75880
94,502.442,51474
98,517.87,50002
118,598.15,60406
110,635.251,64524
132,727.763,73641
112,588.604,60946
112,578.994,57541
86,471.894,46216
136,728.84,72850
104,523.87,53701
94,486.456,48192
76,350.464,35789
108,624.349,62118
175,1166.2,113345
172,1039.6,96891
92,468.001,47573
102,509.209,50173
90,419.856,42476
90,445.269,43906
88,466.994,45687
90,443.917,44978
92,441.763,44898
144,883.63,82048
130,636.661,65457
134,757.246,77393
108,511.838,51260
88,488.704,48599
112,585.346,58487
118,638.204,66348
112,536.854,53653
100,499.16,51559
86,477.635,45902
438,3957.12,326929
88,454.721,46484
78,424.768,41694
166,1010.55,101447
130,642.249,65632
118,681.187,69118
120,634.706,62077
78,425.14,42041
64,372.414,37524
126,676.501,69698
94,442.996,45665
132,660.698,66875
98,485.835,48932
98,493.965,49430
122,588.127,63187
102,572.296,55482
102,477.846,47411
118,603.881,62086
88,414.139,43229
128,737.69,72737
84,462.862,46301
116,531.776,53794
106,561.887,55565
98,512.794,48348
108,510.775,52217
114,579.9,58056
92,462.421,46530
102,515.391,52850
100,537.529,53706
82,392.201,40264
108,562.295,54720
104,481.498,48667
144,875.8,89102
102,628.092,61274
104,533.467,53611
120,616.751,61167
140,800.04,82443
92,464.894,47502
88,440.337,45035
106,583.926,59695
102,564.64,55642
98,468.435,46526
138,719.996,71793
94,502.992,49230
84,398.481,39529
94,489.526,48847
94,513.664,50512
102,518.428,54160
148,931.816,94403
102,481.351,48620
96,412.342,42680
82,382.15,38019
94,468.219,47040
110,555.094,55163
106,621.029,64000
92,420.148,43073
98,457.594,47752
140,856.439,82039
102,581.436,55205
104,534.687,52102
120,709.593,71206
102,595.351,58887
84,389.177,39987
126,736.117,67480
166,1094.9,102583
88,438.241,44425
106,534.998,54189
92,483.684,48281
98,494.943,48138
106,572.579,56703
110,528.717,53702
98,438.105,45186
100,499.451,51411
88,504.198,50592
118,612.696,62904
104,554.59,56012
96,461.394,47648
82,395.891,41575
84,467.26,45910
94,488.006,47546
94,509.316,50637
166,943.81,97318
116,604.46,60134
156,874.81,82755
126,634.746,65500
92,464.789,46762
114,628.535,65475
86,434.686,46243
66,350.85,35502
72,355.005,35410
