score,computational_cost,nb_calls
562,3379.1,611685
288,1416.48,257645
428,2218.99,382808
936,5527.76,868688
214,1009.96,174930
440,2323.67,384772
299,1565.47,256696
231,1085,190175
484,2419.08,407887
642,3581.62,593670
561,3077.83,556096
1000,5940.56,927202
1000,5557.19,968060
252,1313.63,218469
337,1672.66,284335
570,3016.81,523091
726,3814.25,653245
367,1847.15,312340
264,1307.34,219411
384,2016.27,325927
646,3382.03,559222
491,2397.51,417435
560,3149.94,518471
877,5081.87,825706
561,2864.2,491062
742,3906.98,689286
469,2379.57,418328
253,1262.43,216241
514,2786.25,454365
304,1551.16,264200
427,2196.7,391297
485,2385.37,415458
1000,5614.98,914335
424,2123.46,362502
860,4937.72,819988
417,2159.99,372402
521,2543.09,455483
547,2930.61,499325
274,1459.88,242393
375,1752.15,304185
268,1453.41,223789
796,4234.37,733491
376,1871.78,313555
1000,6086.04,1.01389e+06
356,1981.43,344858
536,2725.14,463284
921,5138.82,877446
829,4471.6,751267
262,1266.78,213966
416,2049.12,338746
732,3800.09,649400
490,2438.84,413116
400,1891.1,329174
593,3002.6,536108
384,1846.66,320456
703,4039.82,638678
477,2298.54,405823
675,3756.07,645930
424,2418.57,393337
975,5532.41,979821
732,3660.78,658629
496,2501.74,410706
330,1666.18,287051
635,3149.77,561810
539,2757.32,463204
488,2487.32,422727
340,1680.31,292719
480,2706.91,423155
460,2339.21,400844
402,1979.96,352860
572,3030.13,500663
318,1692.97,285621
577,7934.72,525122
430,2249.11,374082
740,4310.74,700113
496,2662.52,445030
326,1749.52,291200
1000,35732.9,1.0166e+06
373,1841.85,326501
679,3843.28,592917
474,2638.38,420530
440,2151.01,384471
416,1986.12,353518
410,2044.15,347900
277,1377.05,236586
1000,47808.4,1.03555e+06
698,3689.58,620366
626,3399.71,552444
689,3703.89,632754
521,2736.49,468634
631,3046.41,537616
419,2333.43,366483
549,3398.58,479271
224,1122.05,187391
643,3385.17,571719
684,3602.95,604442
548,3082.9,521906
841,4488.19,781547
383,2049.53,345154
612,3271.62,574042
1000,6891.01,1.01814e+06
500,2761.68,435517
1000,6451.36,959411
195,942.676,169799
1000,5761.07,983689
429,2204.01,391245
354,1784.8,304139
597,3174.65,532879
881,5129.53,832690
412,2848.21,371795
712,3733.71,616213
719,3731.37,667750
346,1647.41,282969
1000,5792.03,981706
812,4990.04,790666
894,4994.28,796870
502,2696.77,462513
406,2115.55,343819
296,1518.29,261896
406,2137.23,373637
1000,5871.27,958713
627,3492.08,574490
505,2643.38,452339
1000,5627.95,929430
666,3565.87,588991
258,1276.58,214151
634,3759.2,610588
305,1492.92,256392
328,1692.38,288374
1000,8417.75,987751
497,2581.41,441682
711,3958.11,667961
378,1753.05,320271
320,1514.61,260582
504,2559.14,453323
339,1725.02,304221
513,2919.84,474998
554,2994.06,498580
441,2185.88,387782
1000,5553.68,948871
972,5592.48,876231
476,2411.87,422972
616,3059.87,526703
500,2522.36,425723
582,3018.66,510053
681,3829.09,669179
399,1997.32,371504
688,4133.45,676363
673,4825.12,583995
463,2207.65,404778
1000,6323.96,1.00195e+06
988,5245.28,923570
550,2686.25,480842
737,3809.77,658353
441,2243.25,384575
258,1286.26,223887
883,4857.73,804864
658,3457.29,587620
303,1489.38,258094
312,1434.25,250481
508,2685.46,463403
474,2318.19,405338
553,2833.07,482054
192,915.378,158562
590,3137.45,519885
794,9153.98,793126
623,3258.09,585480
625,3078.85,552092
747,4225.1,708391
530,2717.48,478689
919,5256.24,874475
487,2576.48,427759
200,907.899,160045
625,3213.06,543186
469,2442.2,420517
335,1655.67,288644
242,1247.5,206993
370,1822.99,299281
488,2385.71,408672
454,2196.93,360269
477,2449.39,437835
562,3193.84,512559
683,3568.14,620404
577,3088.89,537559
681,3685.25,624662
244,1265.3,203552
296,1649.15,264162
620,3329.02,543991
361,1798.84,325605
451,2336.18,398657
537,2796.11,490362
406,2162.72,353136
402,2045.66,350378
