score,computational_cost,nb_calls
188,1110.83,121146
64,825.374,104015
64,244.67,29114
156,830.05,91898
674,4599.03,459685
80,324.068,40961
344,2649.2,267398
92,359.156,46158
82,300.271,37286
366,2819.57,254433
352,2175.71,241850
96,375.612,48268
116,532.214,66331
70,310.588,35808
402,3650.73,306044
72,314.876,38878
74,284.718,33805
70,264.341,32405
88,366.932,46459
92,328.665,41338
84,315.551,39181
194,1098.51,125550
228,1185.93,141611
204,1201.07,137376
228,1446.21,153297
64,264.572,31346
74,295.486,35132
80,278.867,35570
66,268.527,31535
76,300.573,36647
76,298.993,36663
92,320.062,39441
242,1531.08,164686
108,554.044,66697
76,268.121,32023
76,262.008,33057
76,313.67,38475
86,293.234,37771
76,299.221,35508
82,282.794,34925
82,285.736,35380
88,333.991,41358
96,436.928,50055
154,851.336,91450
78,290.429,34041
72,305.638,35366
146,690.312,80912
184,1032.36,106476
78,284.567,34471
106,434.366,53841
80,283.809,34113
70,266.994,31611
90,429.234,46140
114,585.426,62064
78,300.922,33582
84,352.761,42310
116,504.471,60325
68,267.12,32498
74,283.641,34856
78,314.773,37976
72,247.404,30228
72,290.202,34109
88,328.359,40587
78,280.899,34860
72,281.904,33477
74,265.219,31716
68,260.344,32119
90,352.034,45446
130,629.05,72443
88,366.982,43330
94,433.778,50288
74,255.447,30499
78,301.979,37215
128,766.022,71286
76,269.537,32301
114,568.378,67926
68,261.532,31711
142,771.681,81877
96,471.501,57743
72,281.235,34120
74,251.206,30468
70,302.99,34591
78,283.901,34869
158,851.501,95216
196,1086.71,126815
216,1147.37,120922
64,244.621,29406
76,298.908,36658
88,333.463,40766
106,465.793,55453
682,6123.23,482324
82,348.441,39350
70,277.855,32648
82,295,35195
80,336.599,38561
80,316.682,36530
86,337.752,37989
72,313.728,35891
82,336.351,40014
74,345.246,38302
74,383.415,39864
124,604.027,70021
74,301.932,33756
82,337.98,39237
72,280.703,31940
144,904.277,83964
72,280.202,32466
68,284.98,31960
72,300.643,34485
62,275.809,30992
76,313.077,36175
92,460.657,47573
90,333.112,40430
72,315.071,35855
76,328.887,39090
74,279.41,32658
68,295.432,33980
76,331.248,39603
80,334.97,38590
72,353.745,39734
74,315.243,36083
80,319.828,37244
72,298.256,33247
70,281.399,31536
706,13133.6,572191
82,330.976,38659
74,278.323,32920
94,396.028,47871
74,294.038,34821
90,442.751,49014
156,860.543,98816
94,417.901,49794
74,292.454,34679
68,318.068,33936
86,379.095,44518
76,315.276,36620
70,281.705,32102
200,1263.9,128755
80,336.729,39134
76,376.845,38586
90,315.392,36950
78,332.76,38564
92,410.437,48124
78,309.097,36817
156,879.693,91704
180,1313.32,127422
86,361.14,41957
90,391.179,43834
88,356.219,41569
74,278.223,32894
112,507.418,59681
70,294.846,33154
106,519.154,56160
76,295.702,35014
78,329.849,39264
72,298.892,34250
76,277.603,32719
70,282.469,32071
146,3606.89,104329
86,454.361,42203
80,367.215,36835
92,475.288,47050
60,354.108,32539
416,3941.43,297482
98,455.505,45636
72,305.167,30954
84,393.347,39151
74,350.222,34231
68,349.786,33939
72,353.605,34609
76,353.285,34844
80,390.337,38722
90,523.447,48399
90,407.358,40928
114,619.634,58439
146,831.232,86525
116,644.032,58306
74,366.754,36196
90,474.636,43290
82,393.152,39558
80,347.506,35291
114,682.345,67878
62,303.626,29224
142,963.44,89557
110,574.25,57558
76,332.449,32303
82,372.98,36633
62,305.35,29798
86,408.63,38449
84,371.127,37233
64,321.219,31563
68,347.823,34702
994,10926.5,747101
72,372.727,36592
88,459.239,46053
98,538.192,53283
132,744.71,71338
78,371.32,36691
86,436.872,42999
88,401.465,41520
188,1217.66,117881
160,989.275,98341
112,643.213,65743
86,371.097,43455
96,366.814,43642
78,335.104,37810
80,363.038,41491
72,296.721,33634
74,309.606,33573
94,347.297,42094
74,312.185,36863
82,423.781,43179
80,313.601,37224
62,244.714,27399
90,377.039,43920
80,318.208,36236
100,369.949,43118
98,402.093,46958
510,3538.53,349566
178,1070.19,117272
76,291.312,34388
98,399.844,47314
74,298.161,33579
84,332.688,39115
86,355.276,41091
92,335.654,39947
1000,50702.3,985061
102,530.352,54994
116,490.62,52858
274,1757.23,178804
86,342.696,40093
160,907.93,87331
76,281.842,32394
90,368.656,43074
104,408.302,48475
68,282.757,31518
88,366.88,42789
72,294.956,34372
68,283.861,32145
68,297.866,34410
70,280.258,31803
70,294.158,33611
472,3687.89,364816
88,363.642,41016
68,293.598,34377
64,280.31,31365
82,331.924,38971
74,337.674,37060
94,414.651,48206
70,282.445,32230
114,512.107,57978
272,1839.39,187011
88,386.201,44248
84,312.759,37536
58,260.504,29800
70,303.349,33710
68,316.269,35332
84,321.145,36983
78,297.248,34326
72,259.67,30474
76,293.783,34047
268,1781.67,176656
80,318.788,36121
72,293.581,33763
74,291.776,35002
80,347.068,41783
136,749.111,81932
70,281.921,31865
84,383.175,44683
110,508.996,58171
70,316.264,35290
686,5577.65,522687
202,2944.87,144068
90,351.953,41086
80,339.363,38667
144,875.764,86191
80,312.397,36540
92,403.189,45584
164,850.565,94825
114,577.056,58361
62,245.288,27316
78,295.047,34661
74,299.269,34273
84,315.114,37075
78,299.208,35043
88,361.293,43004
84,354.229,40365
66,283.447,32271
84,317.604,36784
90,412.767,46256
84,336.347,38073
