score,computational_cost,nb_calls
546,34496.4,7.37327e+06
151,10411.3,2.19152e+06
501,30298.7,6.54495e+06
178,13922,2.6553e+06
163,12549,2.44206e+06
547,18887.4,4.92036e+06
989,50939.1,1.11939e+07
526,36695.8,7.46622e+06
467,28297.8,5.95942e+06
577,20431.4,5.41971e+06
310,22643.9,4.56256e+06
864,37381.8,8.89812e+06
680,41734.3,8.952e+06
834,39413.2,9.46246e+06
644,16095.7,4.94289e+06
1000,59047.7,1.33672e+07
129,7899.89,1.7306e+06
724,27867.1,7.37481e+06
1000,30701.4,8.72512e+06
201,11702.5,2.67139e+06
494,32571.6,6.93647e+06
877,39175.2,9.49379e+06
180,12322.1,2.57823e+06
480,28613.9,6.02421e+06
1000,23973.3,7.56119e+06
1000,36580.4,9.75781e+06
1000,52908.4,1.18042e+07
488,29410.4,6.22717e+06
533,16403,4.70231e+06
216,10408.8,2.57038e+06
234,8680.03,2.45207e+06
1000,49057.4,1.14016e+07
268,19275.5,3.89582e+06
956,39985.4,1.00261e+07
709,33710.6,7.72958e+06
1000,40706,1.04454e+07
546,38167.8,7.66804e+06
595,24665,6.28924e+06
581,19594.8,5.1859e+06
252,14916.3,3.27544e+06
628,32353.8,7.72655e+06
574,21666.2,5.55141e+06
883,35040.3,8.8708e+06
896,26998.4,7.53392e+06
1000,32245,9.07527e+06
577,18522.1,5.1469e+06
186,15417.8,2.90616e+06
768,32601.6,7.98042e+06
387,16326.2,4.12664e+06
378,28153.2,5.54964e+06
251,16165.1,3.39472e+06
117,10029.7,1.86275e+06
310,24370.5,4.76661e+06
567,21267.6,5.28334e+06
559,26461.8,6.33221e+06
1000,36630.4,9.86864e+06
297,19044.8,4.1216e+06
1000,42900.8,1.022e+07
323,14312.4,3.56597e+06
891,57244.3,1.22524e+07
996,43917.9,1.08265e+07
809,24466.6,6.9159e+06
399,21867.3,4.92137e+06
799,49893.3,1.05063e+07
430,16381.1,4.17441e+06
882,46822.5,1.05251e+07
1000,58287.3,1.27483e+07
216,17797.4,3.35415e+06
642,25557,6.19098e+06
181,11558.1,2.50334e+06
467,20270.3,5.1789e+06
764,50710.1,1.04679e+07
925,42478.1,1.00431e+07
357,15398.8,3.92161e+06
663,32564.4,7.54148e+06
1000,49077,1.13924e+07
948,66575.6,1.37051e+07
349,20642.9,4.41535e+06
671,24278.6,6.57424e+06
517,38616,7.66411e+06
603,27053.4,6.57092e+06
764,38730.7,8.68794e+06
378,14000.3,3.67078e+06
627,26113.8,6.32962e+06
321,24021.5,4.79862e+06
429,26686.4,5.90242e+06
486,23909.4,5.67875e+06
330,22245,4.55344e+06
678,42651.4,9.3071e+06
346,25192.2,5.22827e+06
534,28621.3,6.61801e+06
1000,52904.4,1.19141e+07
937,55484.6,1.20722e+07
370,23146,4.85496e+06
672,41434.7,8.79321e+06
213,11277.3,2.56134e+06
320,19071.1,4.14961e+06
686,31906.2,7.38893e+06
400,13917.9,3.68241e+06
162,8079.45,2.09476e+06
