score,computational_cost,nb_calls
254,12812.6,4.22086e+06
239,19171.4,3.96569e+06
301,15629.7,4.97858e+06
97,7497.52,1.61953e+06
138,10093.8,2.29149e+06
180,11092.8,2.98956e+06
248,16713.8,4.11249e+06
71,5667.18,1.19436e+06
462,21880.2,7.59796e+06
323,17430.5,5.35064e+06
335,19521.8,5.59388e+06
260,13707.9,4.30643e+06
162,12185,2.69377e+06
163,8907.39,2.72977e+06
123,8051.86,2.04626e+06
182,12767.9,3.02243e+06
111,7380.38,1.85097e+06
112,8298.79,1.8729e+06
199,14290.9,3.30548e+06
293,18065.7,4.83147e+06
315,16198.8,5.19259e+06
217,15632.1,3.59406e+06
101,6742.68,1.6943e+06
92,7763.28,1.53896e+06
327,16542.3,5.43679e+06
87,8348.53,1.45492e+06
309,26344.9,5.10425e+06
296,17831.9,4.87509e+06
193,17464.8,3.20916e+06
177,15131.2,2.93927e+06
114,11126.6,1.90218e+06
178,14953.1,2.9712e+06
186,14262.3,3.08046e+06
152,15485.3,2.52896e+06
168,13222.3,2.79006e+06
186,18716.7,3.09258e+06
190,14926.5,3.14917e+06
73,6972.46,1.22637e+06
108,8292.85,1.8024e+06
148,12968.3,2.45644e+06
72,7217.55,1.20988e+06
339,22144.5,5.59371e+06
95,7729.93,1.58346e+06
109,9412.53,1.81619e+06
73,6896.49,1.22388e+06
288,20148.5,4.75863e+06
83,7309.3,1.38856e+06
164,10967.8,2.73172e+06
294,24138.9,4.86517e+06
364,24909.4,5.99656e+06
105,10089,1.75444e+06
149,10539.7,2.51348e+06
72,6566.66,1.20588e+06
128,11668.5,2.1393e+06
243,15977.1,4.02582e+06
354,23036,5.82309e+06
416,26764.9,6.89006e+06
395,24384.9,6.50124e+06
83,6828.2,1.3881e+06
207,22149.3,3.44642e+06
175,10753.4,2.92472e+06
121,12747.7,2.02227e+06
157,13016,2.61882e+06
135,11004.5,2.25149e+06
173,12179.4,2.8698e+06
223,13880,3.72826e+06
218,18858.1,3.6787e+06
141,10823.3,2.36066e+06
725,48362,1.19268e+07
220,19169,3.64855e+06
109,9218.07,1.81981e+06
345,25904.3,5.68725e+06
249,15453,4.12728e+06
238,19269,3.94099e+06
183,17947.7,3.03775e+06
209,19350.7,3.46199e+06
473,29284.5,7.93456e+06
102,8220.38,1.70179e+06
213,15542.6,3.53096e+06
98,7995.26,1.63725e+06
171,15077,2.83617e+06
181,16305.6,3.00881e+06
75,7272.05,1.25959e+06
139,10388.1,2.31524e+06
201,13129.3,3.39861e+06
89,7662.08,1.50151e+06
176,11982.1,2.91559e+06
120,9105.1,2.00828e+06
74,7539.72,1.24042e+06
92,8631.23,1.53593e+06
96,9027.83,1.60355e+06
104,10263.8,1.73365e+06
347,21295.5,5.74133e+06
385,23489.4,6.38733e+06
236,16817,3.90252e+06
132,9360.04,2.2051e+06
241,17567.4,3.98656e+06
426,26066.7,7.00301e+06
84,6950.51,1.41234e+06
116,8632.84,1.94146e+06
