score,computational_cost,nb_calls
299,8308.67,1.70244e+06
784,22131.2,4.33126e+06
1000,21603.4,5.21884e+06
456,16010.5,3.01043e+06
1000,30174,5.92734e+06
801,25153.5,4.72389e+06
893,23136,5.36098e+06
1000,22094.4,5.12249e+06
437,17187.6,2.96999e+06
250,7974.08,1.50158e+06
1000,31693.2,5.80871e+06
1000,27126.9,5.99827e+06
481,12291.3,2.86583e+06
595,12008.4,3.5245e+06
868,22948.6,5.31771e+06
572,16680.4,3.19062e+06
1000,31849.3,6.33945e+06
777,12249.8,3.9704e+06
1000,27584,6.48427e+06
427,11730.6,2.61894e+06
384,10044.7,2.27514e+06
1000,26771.2,6.33899e+06
493,17269.2,3.32369e+06
1000,30912.1,6.67796e+06
141,3400.49,791694
940,25276.7,5.6722e+06
343,6724.16,1.71241e+06
646,15074.5,3.83969e+06
927,17520,5.13756e+06
1000,23910.5,5.72904e+06
518,8486.24,2.61696e+06
818,17773.6,4.53482e+06
287,7310.78,1.61544e+06
340,6024.49,1.5706e+06
1000,25491.9,6.1322e+06
1000,24011.3,5.88979e+06
1000,23722.7,6.11667e+06
617,13373.8,3.10032e+06
377,8080.59,2.34237e+06
312,7401.53,1.66398e+06
655,13632.5,3.66935e+06
628,13825.4,3.32809e+06
320,9598.84,1.94727e+06
969,32732.9,6.48808e+06
418,8953.32,2.37943e+06
770,19361.5,4.46393e+06
1000,22942.9,5.70368e+06
795,17476.2,5.15486e+06
1000,28324.6,6.44573e+06
781,22566.1,4.87056e+06
264,8005.86,1.58449e+06
385,8955.33,2.20817e+06
1000,24616.7,6.42288e+06
698,20150.5,4.55092e+06
1000,20966.9,6.02752e+06
1000,21497.3,5.3636e+06
162,4824.74,940585
656,13549.8,4.10925e+06
829,21739.6,4.80974e+06
1000,29420.6,6.07132e+06
240,7715.82,1.60062e+06
457,9906.38,2.53652e+06
999,28708.2,6.21165e+06
1000,31692.8,6.07507e+06
1000,25675.9,5.5402e+06
1000,16694.7,5.12265e+06
339,8840.93,1.93056e+06
338,7203.56,1.89741e+06
887,20283,4.90328e+06
1000,25504.9,6.08267e+06
228,6081.21,1.51699e+06
884,20285,5.17438e+06
301,7993.37,2.03731e+06
1000,26825.5,6.03282e+06
357,9800.34,2.25789e+06
1000,23113.5,5.95636e+06
581,14405.4,3.40348e+06
1000,23704.3,6.26611e+06
1000,22215.1,5.89946e+06
438,11739.1,2.65314e+06
290,8389.74,1.65516e+06
428,10849.9,2.79132e+06
574,15361.5,3.36806e+06
611,11317.3,3.74304e+06
686,19478.4,4.07436e+06
963,22657.6,5.68866e+06
655,13374.2,3.51869e+06
352,10987.3,2.1606e+06
1000,22593.6,5.7912e+06
1000,28082.6,6.17513e+06
467,12502.7,2.65944e+06
693,23757.2,4.52936e+06
1000,20506.8,5.69371e+06
250,7637.16,1.5198e+06
1000,18583.4,5.32382e+06
400,11582.9,2.40978e+06
317,7724.82,1.77929e+06
1000,20707.6,5.91012e+06
477,11442.4,3.21276e+06
1000,24028.8,6.02135e+06
