score,computational_cost,nb_calls
101,9998.49,1.68906e+06
380,37560.8,6.28166e+06
354,24928.5,5.84418e+06
613,48226.8,1.0111e+07
993,61125,1.62952e+07
380,23963.8,6.25625e+06
275,18765.1,4.55238e+06
170,14228.5,2.81695e+06
129,11223.2,2.14487e+06
485,35984.2,7.99112e+06
311,26138.2,5.13441e+06
120,9392.2,2.00129e+06
99,9725.19,1.65228e+06
66,6986.47,1.1058e+06
269,24671.3,4.46138e+06
470,39673.3,7.75479e+06
365,25870.7,6.07231e+06
305,19469.8,5.0523e+06
149,14403.4,2.47067e+06
186,13761.3,3.07596e+06
62,6544.04,1.04148e+06
208,18514.4,3.44295e+06
338,30635.3,5.59499e+06
131,10367.5,2.21219e+06
389,36701.2,6.42459e+06
141,13706.5,2.34675e+06
92,8433.24,1.53381e+06
120,12525.5,1.99873e+06
130,9984.13,2.163e+06
299,33236.7,4.95731e+06
105,9805.27,1.74848e+06
305,25371,5.03772e+06
231,19909.3,3.82645e+06
114,10697,1.89617e+06
337,29271,5.56742e+06
132,9960.57,2.20002e+06
101,10644,1.68293e+06
335,27122.8,5.53535e+06
150,13058.6,2.4876e+06
185,15792.1,3.08334e+06
125,13093.6,2.08262e+06
89,9981.05,1.49023e+06
129,12037.6,2.14707e+06
210,16379.4,3.5024e+06
92,8070.01,1.54045e+06
89,8034.84,1.48945e+06
122,13431.6,2.03235e+06
244,19303.8,4.04169e+06
221,22773.1,3.66305e+06
133,12692.4,2.2137e+06
479,30708.3,7.91525e+06
148,12753.2,2.46466e+06
220,14779,3.64275e+06
195,13735.4,3.24236e+06
159,11626.2,2.63094e+06
70,7297.11,1.17352e+06
162,14726.1,2.68975e+06
117,11048.5,1.94841e+06
469,33174.2,7.76204e+06
119,10514.7,1.98537e+06
123,12896,2.04748e+06
221,18919.4,3.65908e+06
182,14275.5,3.0264e+06
444,31693.9,7.33992e+06
444,26607.5,7.35777e+06
80,7162.05,1.3382e+06
171,16050.3,2.84651e+06
398,30474.5,6.55686e+06
332,33943.4,5.49136e+06
148,16138.9,2.46051e+06
129,13204.7,2.14582e+06
554,39860.3,9.10694e+06
423,28177.9,6.95772e+06
323,30850,5.33738e+06
504,31016.9,8.34845e+06
88,8381.62,1.46708e+06
148,12202.9,2.46155e+06
439,27779,7.27472e+06
293,27121.6,4.85418e+06
159,15459.6,2.63837e+06
146,12131.7,2.42104e+06
331,35147.7,5.48331e+06
233,21279.7,3.86006e+06
125,9760.28,2.07424e+06
440,33475.6,7.25028e+06
136,12527.2,2.26279e+06
346,28362.2,5.72283e+06
213,19716.4,3.531e+06
160,12183.8,2.65946e+06
162,11504.4,2.69662e+06
265,18357.7,4.37552e+06
118,8685.47,1.9672e+06
200,15542.9,3.32257e+06
302,23336.3,4.99668e+06
475,28991.9,7.8349e+06
455,29922.9,7.50659e+06
212,11663.9,3.51324e+06
136,12549.4,2.26342e+06
184,11337.2,3.04287e+06
479,28278,7.88854e+06
