score,computational_cost,nb_calls
241,6519.39,2.03799e+06
1000,34754.2,9.17696e+06
467,15141.7,4.2264e+06
1000,33512.9,9.36361e+06
221,8388.12,2.11649e+06
723,23438.1,6.32553e+06
557,22480.4,5.26654e+06
214,9405.56,1.99593e+06
257,8462.86,2.26324e+06
831,31933.8,7.83486e+06
1000,36194.3,9.37563e+06
424,14946,3.87137e+06
300,10552.1,2.70316e+06
1000,33661.8,8.99035e+06
1000,31297.5,9.46705e+06
765,25213.5,6.82889e+06
1000,35614.8,8.95009e+06
524,23367.9,4.90508e+06
627,24504,5.64846e+06
1000,37115,9.16033e+06
1000,38330.9,9.35123e+06
604,20235.1,5.43001e+06
1000,29663.9,9.0129e+06
337,14877,3.16671e+06
971,31372.8,8.89081e+06
1000,43619.2,9.2569e+06
839,35268.6,7.97712e+06
1000,32235.3,9.06896e+06
175,6793.79,1.72114e+06
110,4086.2,987915
1000,40572.7,9.56362e+06
346,14934.6,3.28708e+06
387,17175.2,3.74072e+06
975,31973.7,8.98409e+06
1000,38842.9,9.40691e+06
830,33623.9,7.84668e+06
970,32286.2,8.99279e+06
603,18842.3,5.60229e+06
449,19607.9,4.3904e+06
660,23919.8,6.03372e+06
981,27911.4,9.03477e+06
672,20286.2,6.16673e+06
556,24422.3,5.12938e+06
465,13975.8,4.23617e+06
1000,25262.7,8.78454e+06
571,16583.1,5.16875e+06
729,27017.4,6.9398e+06
501,16959.4,4.45567e+06
713,24921.3,6.61102e+06
294,8043.09,2.46236e+06
448,17408.2,4.11831e+06
1000,28443.4,8.63399e+06
173,7108.13,1.69743e+06
631,19792.2,5.76662e+06
1000,30936.9,9.43807e+06
347,14437,3.29615e+06
518,21596.9,4.81696e+06
406,16346.1,3.82871e+06
462,17759.3,4.21677e+06
1000,31997.2,9.14359e+06
576,21988.9,5.57837e+06
325,12356,3.01166e+06
472,15676.2,4.19378e+06
1000,36102.7,9.82561e+06
529,21588.3,5.0967e+06
674,29480.2,6.43053e+06
222,8713.97,2.20614e+06
1000,34474.6,9.37987e+06
763,25039.6,6.74209e+06
866,26553.7,8.23732e+06
514,18327.9,4.43554e+06
410,13225,3.87994e+06
662,24839.5,6.07754e+06
425,18914.9,3.99204e+06
642,16289,5.51808e+06
386,14887.2,3.5603e+06
897,27466.8,8.2725e+06
309,11253.5,2.96249e+06
890,29770.2,8.20565e+06
507,23623.6,5.00292e+06
321,8828.3,2.97415e+06
306,13067.3,2.77229e+06
371,12498.9,3.36384e+06
884,28457,8.05227e+06
780,31497.2,7.21585e+06
623,21768.9,5.59084e+06
548,17081.2,5.01398e+06
594,26023,5.62906e+06
809,24244.6,7.1761e+06
1000,27313.9,9.14279e+06
1000,31754.7,8.97527e+06
1000,27000.8,9.48235e+06
806,36057.6,7.84135e+06
1000,35477.2,8.92195e+06
230,7937.48,2.02526e+06
352,10135.3,3.04128e+06
702,25988.3,6.45117e+06
137,4680.29,1.30006e+06
611,20432.4,5.48696e+06
487,18478.9,4.35234e+06
