score,computational_cost,nb_calls
762,9777.52,3.46052e+06
140,3412.99,781934
327,4324.67,1.43533e+06
123,2729.84,627474
902,13683.6,4.47118e+06
101,1393.16,397761
311,3391.55,1.1353e+06
381,5239.31,1.76846e+06
91,1241.51,314694
94,2002.85,431482
302,2822.16,1.0889e+06
431,6924.14,2.27085e+06
98,2478.94,546383
673,12324.5,3.20838e+06
345,4509.39,1.73346e+06
297,6181.21,1.37564e+06
278,3025.59,1.1971e+06
255,4885.09,1.407e+06
283,5252.45,1.16352e+06
139,1891.09,550118
219,4225.54,1.07617e+06
125,1493.82,464044
174,2038.59,713094
257,7282.66,1.63928e+06
486,6912.41,2.62351e+06
225,4810.4,1.25422e+06
269,3326.1,1.0536e+06
653,10109.3,3.82442e+06
282,3902.87,1.20739e+06
358,4029.68,1.41304e+06
483,6772.15,1.89853e+06
99,2294.59,529932
106,1722.59,447673
225,3830.21,1.01132e+06
205,4306.74,1.01048e+06
135,2940.21,646085
95,1665.11,366589
261,3590.26,1.27414e+06
126,1578.54,478981
201,2110.25,718156
149,2561.78,594077
403,5355.26,1.73909e+06
182,2167.83,679485
122,2056.43,498869
188,4243.97,976071
145,2834.22,730203
500,5712.3,2.05906e+06
297,3939.09,1.30715e+06
182,3690.72,893390
243,2311.97,827133
523,9516.65,3.22049e+06
145,2346.32,565879
644,10285.4,3.57923e+06
82,1759.73,397951
404,3853.06,1.6102e+06
220,3284.73,991305
109,2535.01,580658
314,3986.12,1.3183e+06
307,5564.31,1.72074e+06
830,11991.9,3.95127e+06
179,2290.94,677855
199,3984.86,1.0128e+06
311,4087.98,1.28719e+06
404,6079.78,2.31174e+06
200,2761.21,937566
278,4244.58,1.52217e+06
266,4286.79,1.18755e+06
468,7674.12,2.40432e+06
320,5590.14,1.41054e+06
162,3138.17,826858
457,5537.89,1.94416e+06
220,3386.27,891116
168,3974.53,845365
1000,15603.2,5.24232e+06
68,1187.27,265411
452,6827.86,2.07486e+06
208,3174.9,927230
693,15786,4.35142e+06
493,5137.6,1.9922e+06
132,2962.73,645822
1000,12886.4,4.41652e+06
222,2817.02,836087
536,11094.2,3.05057e+06
343,5259.62,1.46712e+06
202,2749.6,841614
408,7656.68,1.80451e+06
276,5890.81,1.47506e+06
191,2712.24,841783
456,7637.04,1.93487e+06
375,6850.35,1.68836e+06
305,3845.37,1.05848e+06
107,2279.7,496097
284,4149.4,1.30831e+06
292,5628.11,1.83942e+06
75,1261.24,314569
69,1562.98,349260
395,10448.2,2.21556e+06
674,10219.6,3.18972e+06
196,2087.88,714640
310,5558.91,1.90617e+06
