,score,computational_cost,nb_calls
0,762,11977.52,3460520.0
1,140,5612.99,781934.0
2,327,6524.67,1435330.0
3,123,4929.84,627474.0
4,902,15883.6,4471180.0
5,101,3593.16,397761.0
6,311,5591.55,1135300.0
7,381,7439.31,1768460.0
8,91,3441.51,314694.0
9,94,4202.85,431482.0
10,302,5022.16,1088900.0
11,431,9124.14,2270850.0
12,98,4678.9400000000005,546383.0
13,673,14524.5,3208380.0
14,345,6709.39,1733460.0
15,297,8381.21,1375640.0
16,278,5225.59,1197100.0
17,255,7085.09,1407000.0
18,283,7452.45,1163520.0
19,139,4091.09,550118.0
20,219,6425.54,1076170.0
21,125,3693.8199999999997,464044.0
22,174,4238.59,713094.0
23,257,9482.66,1639280.0
24,486,9112.41,2623510.0
25,225,7010.4,1254220.0
26,269,5526.1,1053600.0
27,653,12309.3,3824420.0
28,282,6102.87,1207390.0
29,358,6229.68,1413040.0
30,483,8972.15,1898530.0
31,99,4494.59,529932.0
32,106,3922.59,447673.0
33,225,6030.21,1011320.0
34,205,6506.74,1010480.0
35,135,5140.21,646085.0
36,95,3865.1099999999997,366589.0
37,261,5790.26,1274140.0
38,126,3778.54,478981.0
39,201,4310.25,718156.0
40,149,4761.780000000001,594077.0
41,403,7555.26,1739090.0
42,182,4367.83,679485.0
43,122,4256.43,498869.0
44,188,6443.97,976071.0
45,145,5034.219999999999,730203.0
46,500,7912.3,2059060.0
47,297,6139.09,1307150.0
48,182,5890.719999999999,893390.0
49,243,4511.969999999999,827133.0
50,523,11716.65,3220490.0
51,145,4546.32,565879.0
52,644,12485.4,3579230.0
53,82,3959.73,397951.0
54,404,6053.0599999999995,1610200.0
55,220,5484.73,991305.0
56,109,4735.01,580658.0
57,314,6186.12,1318300.0
58,307,7764.31,1720740.0
59,830,14191.9,3951270.0
60,179,4490.9400000000005,677855.0
61,199,6184.860000000001,1012800.0
62,311,6287.98,1287190.0
63,404,8279.779999999999,2311740.0
64,200,4961.21,937566.0
65,278,6444.58,1522170.0
66,266,6486.79,1187550.0
67,468,9874.119999999999,2404320.0
68,320,7790.14,1410540.0
69,162,5338.17,826858.0
70,457,7737.89,1944160.0
71,220,5586.27,891116.0
72,168,6174.530000000001,845365.0
73,1000,17803.2,5242320.0
74,68,3387.27,265411.0
75,452,9027.86,2074860.0
76,208,5374.9,927230.0
77,693,17986.0,4351420.0
78,493,7337.6,1992200.0
79,132,5162.73,645822.0
80,1000,15086.4,4416520.0
81,222,5017.02,836087.0
82,536,13294.2,3050570.0
83,343,7459.62,1467120.0
84,202,4949.6,841614.0
85,408,9856.68,1804510.0
86,276,8090.81,1475060.0
87,191,4912.24,841783.0
88,456,9837.04,1934870.0
89,375,9050.35,1688360.0
90,305,6045.37,1058480.0
91,107,4479.7,496097.0
92,284,6349.4,1308310.0
93,292,7828.11,1839420.0
94,75,3461.24,314569.0
95,69,3762.98,349260.0
96,395,12648.2,2215560.0
97,674,12419.6,3189720.0
98,196,4287.88,714640.0
99,310,7758.91,1906170.0
