,score,computational_cost,nb_calls
0,143,3786.69,366923.0
1,183,3503.37,479203.0
2,246,4518.08,808670.0
3,159,3238.99,353695.0
4,134,3462.59,332267.0
5,223,4031.05,563354.0
6,110,3378.95,298358.0
7,82,2872.848,199153.0
8,164,3835.75,497144.0
9,302,4633.76,844735.0
10,288,4726.719999999999,842553.0
11,81,3006.92,216083.0
12,198,4295.95,498384.0
13,130,3484.5699999999997,333660.0
14,77,2974.532,199631.0
15,285,4403.63,856740.0
16,193,3888.6099999999997,466882.0
17,387,5450.219999999999,1237650.0
18,214,3835.37,563478.0
19,64,2781.386,149779.0
20,312,4731.3099999999995,1005080.0
21,113,3337.69,314378.0
22,198,4467.34,596828.0
23,121,3378.21,321716.0
24,104,2982.441,249293.0
25,221,3870.6800000000003,625146.0
26,204,3741.79,531334.0
27,164,3483.5,447395.0
28,240,4154.48,613939.0
29,131,3458.7,332726.0
30,622,6410.04,1701130.0
31,311,4100.89,751333.0
32,317,4821.4400000000005,828018.0
33,67,2737.752,150638.0
34,130,3145.68,331960.0
35,78,3044.615,199004.0
36,351,4853.280000000001,1007270.0
37,147,3622.31,366093.0
38,211,4673.51,696173.0
39,186,3563.29,495881.0
40,215,3924.8900000000003,566934.0
41,188,3919.0699999999997,497430.0
42,134,3116.225,315091.0
43,70,2874.2,166997.0
44,89,2927.6369999999997,216767.0
45,96,3030.58,233105.0
46,106,3195.943,265527.0
47,171,4072.75,480840.0
48,83,3050.176,201509.0
49,139,3119.349,314717.0
50,138,3383.27,348972.0
51,218,4667.42,614598.0
52,79,3030.491,232902.0
53,409,5885.0599999999995,1174010.0
54,310,4408.38,875687.0
55,126,3241.66,333056.0
56,274,4657.6,744877.0
57,74,2736.884,152797.0
58,274,4342.219999999999,727777.0
59,129,3190.853,300705.0
60,306,4493.73,827094.0
61,211,3679.24,595898.0
62,200,4061.48,531430.0
63,205,3766.26,546969.0
64,86,3004.297,215766.0
65,146,4015.2,433572.0
66,158,3225.88,398268.0
67,212,4256.5,566900.0
68,255,4654.42,762485.0
69,119,3195.642,299700.0
70,72,2899.267,182887.0
71,671,7011.92,2056000.0
72,610,8570.74,1945500.0
73,268,4423.08,678553.0
74,99,3161.962,249305.0
75,271,4516.55,807377.0
76,155,3208.1,334805.0
77,120,3025.927,283899.0
78,196,4309.6900000000005,548507.0
79,379,5695.610000000001,1170430.0
80,222,3583.9,547818.0
81,131,3722.2,381661.0
82,120,2984.12,265535.0
83,350,5306.82,1054680.0
84,168,4210.95,532898.0
85,167,3569.29,431152.0
86,173,4103.35,498591.0
87,101,3432.37,332366.0
88,299,4368.98,812292.0
89,144,4307.1900000000005,499132.0
90,70,2811.235,166585.0
91,283,4180.25,714791.0
92,277,4362.1900000000005,822233.0
93,59,2781.1440000000002,149973.0
94,145,3652.99,381182.0
95,119,3500.12,314971.0
96,79,2837.98,183924.0
97,175,3579.06,416331.0
98,123,3277.1,315224.0
99,464,5201.48,1272770.0
