,score,computational_cost,nb_calls
0,274,7470.19,1720810.0
1,537,11320.76,3081780.0
2,239,7061.6,1396980.0
3,351,9667.23,1781070.0
4,538,14349.1,2911160.0
5,613,15360.9,3755510.0
6,254,7480.83,1614890.0
7,362,10085.8,2193650.0
8,202,8364.33,1471580.0
9,258,6511.23,1464180.0
10,866,15882.8,4660020.0
11,118,5160.68,662548.0
12,273,7965.15,1831280.0
13,292,9557.42,1732460.0
14,486,11301.22,3013300.0
15,200,6919.64,1188050.0
16,664,12500.8,3611220.0
17,539,15022.1,3051540.0
18,485,11343.08,2645660.0
19,271,11452.17,1914760.0
20,387,7396.64,1951660.0
21,277,8042.53,1589800.0
22,347,10811.01,2145530.0
23,618,12767.6,3787900.0
24,93,4558.05,545285.0
25,241,7251.79,1488160.0
26,132,4546.73,674743.0
27,405,10056.07,2243130.0
28,219,9109.15,1535150.0
29,474,13698.0,2802890.0
30,262,7393.63,1530530.0
31,64,3897.1,381249.0
32,467,10379.52,2520650.0
33,297,9515.57,1749760.0
34,647,18455.6,4090320.0
35,126,5511.32,762811.0
36,92,4542.58,515202.0
37,361,10301.470000000001,2292300.0
38,216,8586.09,1340070.0
39,625,14705.6,4175340.0
40,328,10429.44,1964070.0
41,335,8548.54,1907190.0
42,295,6835.02,1521580.0
43,464,15812.7,3233340.0
44,301,9837.92,1800260.0
45,889,20699.1,5459560.0
46,372,10099.89,2273610.0
47,427,12612.2,2509610.0
48,192,6985.52,1173610.0
49,219,6651.24,1267170.0
50,340,7671.86,1983220.0
51,149,6122.38,942396.0
52,231,8206.36,1470930.0
53,364,9380.27,2331690.0
54,102,5099.219999999999,677443.0
55,185,7503.62,1154180.0
56,417,9971.45,2365310.0
57,165,6492.48,990316.0
58,302,11070.91,1951450.0
59,145,6200.639999999999,927041.0
60,133,5806.95,793660.0
61,261,6599.53,1414920.0
62,248,8290.85,1389400.0
63,189,6861.0,1138920.0
64,259,8030.06,1473940.0
65,841,23019.0,5208770.0
66,353,9936.09,2005010.0
67,419,11403.19,2288640.0
68,518,12025.3,3435740.0
69,126,4675.93,628474.0
70,284,7329.01,1569010.0
71,572,12962.5,3403140.0
72,540,13304.2,3402410.0
73,227,7700.56,1321900.0
74,141,5463.6900000000005,941892.0
75,96,5359.389999999999,646197.0
76,906,16853.9,4913050.0
77,402,13373.7,2382720.0
78,138,6419.34,894247.0
79,595,12698.4,3520840.0
80,278,8088.93,1683360.0
81,238,7077.02,1456450.0
82,651,19199.0,4384610.0
83,148,5535.389999999999,857564.0
84,626,16078.5,3689980.0
85,243,7536.74,1423440.0
86,191,5562.37,1054880.0
87,284,9658.21,1651060.0
88,194,7471.24,1238970.0
89,838,14650.4,4450700.0
90,125,5242.82,727112.0
91,278,7415.83,1657770.0
92,209,7210.94,1311160.0
93,244,9602.15,1700200.0
94,518,10699.78,2875380.0
95,577,16328.0,3256860.0
96,417,10786.9,2532600.0
97,320,11628.73,2029410.0
98,178,5180.469999999999,909703.0
99,145,6261.8,943508.0
