score,computational_cost,nb_calls
241,15312.6,3.98958e+06
226,14561.8,3.73786e+06
450,32545.5,7.43605e+06
457,33812.4,7.54854e+06
91,8060.72,1.51737e+06
228,17991.5,3.77702e+06
661,34417.7,1.08794e+07
295,24119.8,4.88339e+06
178,13725.6,2.95344e+06
234,20182.8,3.87661e+06
201,11994.7,3.32454e+06
634,32619.2,1.04448e+07
211,10953.9,3.48422e+06
170,11610.3,2.82684e+06
364,22715.3,6.00819e+06
172,12232.7,2.85339e+06
364,28770.5,6.01306e+06
276,21859.7,4.56715e+06
751,40561.2,1.2369e+07
107,9206.64,1.78117e+06
314,17947,5.17122e+06
142,9387.21,2.37964e+06
404,24215.6,6.65356e+06
321,17991.9,5.29815e+06
230,15200.6,3.80358e+06
89,7521.05,1.4855e+06
474,26429.5,7.81256e+06
166,11085.5,2.77402e+06
950,54658.1,1.56515e+07
939,58825.1,1.54376e+07
230,16028.2,3.813e+06
619,42358.3,1.01903e+07
337,24322.8,5.57112e+06
194,15736,3.2232e+06
457,29578.8,7.53836e+06
755,43300.9,1.24425e+07
862,44770.5,1.41556e+07
254,15451.1,4.20915e+06
237,18077.9,3.92355e+06
234,17769.5,3.88098e+06
270,14247,4.45146e+06
85,6190.72,1.41787e+06
658,36952.4,1.08227e+07
394,24052.7,6.48962e+06
122,10278.5,2.02624e+06
224,12917.5,3.71306e+06
214,11304.9,3.55463e+06
283,16360.9,4.67102e+06
135,8933.15,2.24698e+06
171,14853,2.84164e+06
464,34979.6,7.65523e+06
356,29453.1,5.88909e+06
207,18768.1,3.43156e+06
269,19995.3,4.4624e+06
431,31736,7.1597e+06
445,22635.1,7.32768e+06
598,29447.9,9.83363e+06
99,6465.49,1.64954e+06
254,16469.8,4.19802e+06
158,13114.9,2.62184e+06
495,31163.9,8.15549e+06
489,29609.9,8.05089e+06
111,9718.52,1.8478e+06
308,18940.3,5.08752e+06
188,13564.6,3.11373e+06
246,16096.9,4.07631e+06
577,35486,9.49154e+06
510,33121.5,8.40342e+06
397,21856.7,6.55458e+06
132,10585.6,2.19602e+06
208,15067.7,3.44157e+06
208,12307.2,3.43376e+06
74,5890.16,1.23834e+06
385,23977.1,6.34275e+06
182,14031,3.01861e+06
501,31319.7,8.26228e+06
542,31144.8,8.91696e+06
327,23328.7,5.40188e+06
363,26463.2,6.00861e+06
376,28068.6,6.21177e+06
247,14434.1,4.09598e+06
939,57376.6,1.54464e+07
283,23352.5,4.68319e+06
242,16847.5,4.00539e+06
293,20188.9,4.86342e+06
433,26068.3,7.15361e+06
610,38225.3,1.00345e+07
1000,53851.2,1.64262e+07
316,25750.2,5.22399e+06
283,16033.6,4.70693e+06
203,15213.4,3.35918e+06
324,21018.5,5.3581e+06
245,17162.6,4.06811e+06
111,9768.26,1.84823e+06
240,21244.3,3.9754e+06
178,15786.4,2.95266e+06
85,7035.26,1.41919e+06
819,47634.2,1.34745e+07
124,7698.26,2.05985e+06
1000,66334.4,1.64487e+07
