score,computational_cost,nb_calls
113,5918.45,1.5435e+06
210,9293.03,2.71508e+06
195,11076.1,2.80645e+06
342,17742.9,4.54139e+06
440,21584.4,5.63479e+06
425,17553.8,6.03807e+06
309,16746.7,4.15242e+06
143,8317.09,1.91272e+06
366,19545.8,4.99914e+06
222,11393.4,2.90163e+06
221,12311.4,3.0803e+06
331,13999.2,4.44739e+06
351,13455,4.77277e+06
299,15195.9,4.04045e+06
216,11608.4,3.01164e+06
75,4441.99,957427
206,10957.8,2.76117e+06
155,11660.6,2.28163e+06
403,20271.3,5.53678e+06
217,11202.5,2.84749e+06
460,24459.6,6.35307e+06
361,16227.5,5.0833e+06
255,13660.1,3.4396e+06
87,6236.92,1.22084e+06
89,7047.91,1.27552e+06
509,25295.6,6.85959e+06
198,10771,2.83743e+06
236,14957.5,3.27836e+06
697,40396.2,9.78116e+06
86,6253.38,1.23746e+06
123,6864.07,1.76307e+06
306,15499.2,4.34808e+06
74,5573.93,1.09166e+06
183,8788.36,2.58555e+06
74,5254.42,1.10613e+06
85,5859.27,1.18865e+06
332,15652.3,4.59464e+06
217,10386.9,2.7618e+06
364,16792.1,4.8834e+06
484,21765.4,6.67158e+06
554,26753.2,7.5688e+06
318,14510.2,4.37784e+06
231,12407.1,3.08989e+06
128,8548.05,1.73678e+06
140,10052.7,1.8554e+06
234,15895.8,3.06862e+06
300,17970,4.21877e+06
240,12064.2,3.11387e+06
131,8029.16,1.88747e+06
446,21792.6,5.95471e+06
200,9107.98,2.77971e+06
164,10326.3,2.09498e+06
604,27286.5,8.51381e+06
351,16131.3,4.92746e+06
254,12808.8,3.41132e+06
504,20368,6.60504e+06
118,6112.84,1.57048e+06
177,10064.8,2.19284e+06
190,9801.12,2.62966e+06
431,23667.1,6.16285e+06
93,5831.09,1.20413e+06
321,18246.1,4.51638e+06
121,7532.02,1.63983e+06
287,18083.1,3.87446e+06
122,8078.76,1.77887e+06
315,15104.7,4.34277e+06
470,19386.8,6.20508e+06
200,10974.3,2.65225e+06
99,5549.51,1.3514e+06
264,14742.3,3.83015e+06
397,16338.4,5.42123e+06
450,19681.8,5.99643e+06
432,22509.4,5.86669e+06
94,5604.42,1.35584e+06
76,5025.36,1.00824e+06
201,12264.2,2.5743e+06
394,16973.5,5.33438e+06
303,17843.4,4.15928e+06
458,22416.3,6.31611e+06
230,13377.6,3.0683e+06
133,7932.01,1.7818e+06
188,10431.9,2.48757e+06
273,14071.5,3.78239e+06
145,7798.96,1.9142e+06
92,5461.66,1.20379e+06
143,7514.92,2.11491e+06
495,24332.9,7.0518e+06
131,5912.5,1.65808e+06
100,6689.79,1.35486e+06
97,5870.29,1.2712e+06
216,14597,2.93983e+06
218,11145.8,3.0201e+06
177,10949,2.24458e+06
305,17077.5,4.14991e+06
324,14099.6,4.65065e+06
179,9989.46,2.29672e+06
243,14664.8,3.16496e+06
300,12615.8,4.22727e+06
137,6759.17,1.84979e+06
73,5793.4,1.01204e+06
