score,computational_cost,nb_calls
1000,57334.2,1.64699e+07
626,42129,1.03183e+07
292,18616.5,4.84723e+06
215,12635.8,3.55043e+06
330,26085,5.45255e+06
211,13668.5,3.4929e+06
210,15105.7,3.47879e+06
241,13274.7,4.03077e+06
187,11945.2,3.0949e+06
113,7199.69,1.87828e+06
335,30096.2,5.54655e+06
585,43808.1,9.65821e+06
215,18693.4,3.57089e+06
271,19817.5,4.48807e+06
170,9781.58,2.82006e+06
360,25332.9,5.94057e+06
574,49285.1,9.49566e+06
567,37654.5,9.35839e+06
311,21629.3,5.16064e+06
797,38779.8,1.30842e+07
347,29370.2,5.73915e+06
314,15635.8,5.17976e+06
478,27500.7,7.87616e+06
289,17817.6,4.80155e+06
569,42094,9.39006e+06
156,11765.8,2.58862e+06
342,24890.8,5.6462e+06
398,26301.5,6.59448e+06
249,14883.2,4.11731e+06
788,50661.9,1.29589e+07
560,26640.9,9.20357e+06
491,31767.9,8.09478e+06
897,56307.3,1.47466e+07
833,44140.1,1.3696e+07
408,26815,6.72943e+06
246,17047.8,4.0648e+06
190,10915.5,3.17265e+06
195,13226.7,3.22376e+06
411,27024.9,6.78279e+06
126,8990.13,2.09142e+06
219,19174.2,3.62965e+06
617,45205.8,1.01727e+07
416,29070.8,6.87801e+06
155,13064.7,2.57344e+06
235,19580.4,3.89346e+06
346,19230,5.76202e+06
555,31904.5,9.15433e+06
423,27185.6,6.99716e+06
138,11430.9,2.30009e+06
597,34441.2,9.83524e+06
721,50378.2,1.19142e+07
290,21623,4.80114e+06
256,14590.3,4.22888e+06
537,26714.2,8.83439e+06
289,19819.2,4.78415e+06
422,36339.2,6.98055e+06
273,18203.6,4.53447e+06
302,22547,4.98767e+06
169,14389.4,2.80381e+06
162,13878.5,2.7021e+06
869,46742.6,1.42674e+07
419,35406.7,6.92671e+06
503,29593.9,8.27843e+06
94,6518.05,1.56522e+06
393,29235.3,6.49483e+06
318,18872.4,5.24507e+06
435,34288.3,7.18083e+06
547,33329.1,9.10552e+06
804,40858.9,1.32358e+07
213,15417,3.52276e+06
561,32603.6,9.25347e+06
582,49802.7,9.62439e+06
157,12318.2,2.59935e+06
142,9463.87,2.35895e+06
712,53012,1.17463e+07
399,24148,6.60817e+06
340,27523.1,5.62316e+06
344,29211.7,5.70662e+06
147,12404.1,2.43842e+06
449,27194.4,7.39859e+06
304,18965.4,5.03116e+06
415,21960.7,6.87704e+06
175,13061.2,2.89874e+06
358,22075,5.92639e+06
730,46996.9,1.20253e+07
160,14219.2,2.662e+06
243,15581.8,4.01235e+06
247,14642.6,4.08921e+06
200,14571.4,3.31482e+06
527,25321.6,8.68105e+06
122,10656.1,2.02749e+06
1000,48804,1.64728e+07
500,28494.2,8.23169e+06
242,14595.6,3.99626e+06
154,9422.38,2.55097e+06
332,17469.4,5.48527e+06
207,12184.2,3.44742e+06
137,11717.5,2.27963e+06
402,27512.8,6.62216e+06
672,49271.7,1.1075e+07
