,score,computational_cost,nb_calls
0,445,10961.44,2260690.0
1,161,4729.639999999999,792860.0
2,282,7537.37,1636410.0
3,339,6948.44,1587340.0
4,254,7091.03,1322830.0
5,481,10385.67,2613530.0
6,222,5820.7,984559.0
7,535,13030.8,2771860.0
8,227,5049.25,979473.0
9,360,9923.119999999999,1881750.0
10,646,12693.6,3696620.0
11,835,19130.9,5343300.0
12,139,4972.23,760338.0
13,237,5473.21,1041700.0
14,269,5855.02,1155730.0
15,464,10001.96,2296120.0
16,116,5154.04,662093.0
17,210,6747.68,1172860.0
18,245,6055.360000000001,1039720.0
19,190,5793.74,1033890.0
20,121,4739.46,628974.0
21,230,5268.18,977851.0
22,348,10567.18,2113610.0
23,511,10761.12,2663720.0
24,385,7571.85,1601340.0
25,123,4935.57,695666.0
26,332,8814.36,1891880.0
27,234,8209.89,1324750.0
28,529,11666.62,2653720.0
29,248,5630.8099999999995,1109120.0
30,216,5388.63,978714.0
31,157,5605.04,921385.0
32,262,7623.96,1551380.0
33,746,12141.95,3462400.0
34,338,9281.68,1716630.0
35,120,4594.7,626902.0
36,526,9611.15,2552710.0
37,268,7626.19,1722000.0
38,104,3703.88,445931.0
39,120,4749.49,610553.0
40,527,12353.8,2683640.0
41,374,8288.369999999999,1956280.0
42,249,8358.810000000001,1438940.0
43,449,12477.5,2819800.0
44,232,6025.55,1285700.0
45,335,8251.880000000001,2150170.0
46,301,6323.07,1432680.0
47,197,5544.66,1056830.0
48,313,5599.29,1312160.0
49,180,7324.75,1058760.0
50,286,10494.66,1738550.0
51,207,7872.31,1255670.0
52,290,7629.34,1567400.0
53,442,7859.5,1854560.0
54,182,4786.0599999999995,911402.0
55,297,7159.86,1466730.0
56,290,6426.79,1368920.0
57,644,15110.8,4007780.0
58,121,5038.57,779376.0
59,566,9405.6,2791080.0
60,622,10719.43,3041100.0
61,126,4790.110000000001,797924.0
62,385,11377.11,2153460.0
63,505,11948.16,2639910.0
64,289,8646.55,1542670.0
65,193,6690.34,1059480.0
66,115,4650.58,578456.0
67,280,7369.54,1385530.0
68,153,5968.43,929367.0
69,329,11914.71,1943530.0
70,239,6732.41,1121070.0
71,394,11394.67,2112120.0
72,425,7760.97,1989670.0
73,431,10735.33,2353740.0
74,488,10986.69,3194080.0
75,277,9373.0,1620760.0
76,168,6346.32,894420.0
77,168,4836.389999999999,838768.0
78,132,6113.29,826918.0
79,180,5745.139999999999,910137.0
80,198,6948.7,1254590.0
81,140,4239.9400000000005,630065.0
82,490,7628.15,2075640.0
83,342,7272.92,1552880.0
84,433,9384.439999999999,2176820.0
85,171,7487.64,1093530.0
86,155,5910.860000000001,843759.0
87,175,5800.24,891289.0
88,467,8392.05,2158990.0
89,1000,17003.5,5401610.0
90,428,10483.9,2290790.0
91,295,10348.84,1803080.0
92,325,7871.15,1566810.0
93,287,9155.79,1553540.0
94,386,8433.25,1956040.0
95,182,6027.08,908864.0
96,117,4108.18,561478.0
97,329,10761.7,1935480.0
98,624,12179.79,3238980.0
99,155,6108.18,922263.0
