score,computational_cost,nb_calls
757,40208,1.07089e+07
661,41432.5,9.44469e+06
657,39899.3,9.33295e+06
684,29520,9.8124e+06
103,6110.11,1.55188e+06
1000,57821.7,1.41344e+07
1000,47727.5,1.44147e+07
442,33546.8,6.23899e+06
185,12182.4,2.4577e+06
930,45505.6,1.30126e+07
645,41019,9.38404e+06
493,27631.2,6.91007e+06
171,12109.1,2.32762e+06
804,49354.6,1.13099e+07
160,11664.1,2.24529e+06
291,16692.7,4.36799e+06
748,40989.8,1.0431e+07
261,12794.7,3.76956e+06
198,13493.7,2.72242e+06
829,49063.2,1.16812e+07
260,11366.7,3.57625e+06
591,26657.9,8.4383e+06
245,16211.8,3.57085e+06
312,15885,4.44782e+06
392,27201.4,5.32252e+06
487,23538.5,6.9346e+06
232,14716.6,3.42562e+06
125,7232.57,1.79359e+06
173,9205.94,2.40735e+06
483,27721.5,6.60665e+06
196,15602.2,2.84332e+06
521,21730,7.20576e+06
112,7924.01,1.60234e+06
339,20748.8,4.8095e+06
343,22842.2,4.7629e+06
428,17431.5,5.9722e+06
386,23211,5.59032e+06
212,13524.2,2.87237e+06
230,15795.8,3.11513e+06
712,47190.3,1.01722e+07
359,22574.6,4.72954e+06
449,19576.2,6.54355e+06
837,40189.5,1.17989e+07
506,30098.2,7.22159e+06
165,11617.5,2.33096e+06
310,14196.8,4.45766e+06
401,20071.5,5.7909e+06
1000,51961.4,1.42841e+07
314,20308.4,4.24956e+06
844,40426.7,1.20791e+07
798,37989.3,1.16071e+07
780,47471,1.11063e+07
596,28860.4,8.47249e+06
507,36801.6,7.1588e+06
357,26555.7,5.13646e+06
397,27321,5.5413e+06
506,21611.6,7.24097e+06
412,21297.4,5.77196e+06
232,15307,3.16945e+06
315,18511.8,4.31474e+06
277,20024.4,3.9374e+06
472,23500.5,6.56834e+06
381,19393.7,5.39664e+06
229,13416.6,3.35671e+06
1000,50173.5,1.44949e+07
995,54899.8,1.41892e+07
429,18698.3,6.09092e+06
141,9861.56,2.07921e+06
148,9267.32,2.12344e+06
1000,52386,1.45604e+07
517,29559.7,7.3668e+06
278,20222,3.82498e+06
1000,48288.1,1.46277e+07
1000,46238.9,1.40684e+07
929,51330.2,1.31317e+07
337,24167.2,4.77235e+06
246,15662.9,3.42483e+06
537,27881.4,7.73072e+06
359,22397.9,4.99665e+06
150,10554,1.94958e+06
481,22158.3,6.80034e+06
393,22811.3,5.42927e+06
249,11368.3,3.64425e+06
364,19086.4,5.34956e+06
758,43264.8,1.10246e+07
207,14520.5,2.77306e+06
241,13253.6,3.38335e+06
109,6565.69,1.41884e+06
658,27610.4,9.64359e+06
458,29584.7,6.35559e+06
340,18459.1,4.71626e+06
498,30443.8,7.11524e+06
333,15268.7,4.77084e+06
437,23974,6.23188e+06
702,30289.2,1.0134e+07
160,7736.42,2.2853e+06
300,17785,4.39573e+06
212,14408.6,3.16533e+06
210,13933,2.86576e+06
132,7374.91,1.89976e+06
