x,y
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
1.9,2
1.8,2
1.7,2
1.6,2
1.5,2
1.4,2
1.3,2
1.2,2
1.1,2
1,2
0.9,2
0.8,2
0.7,2
0.6,2
0.5,2
0.4,2
0.3,2
0.2,2
0.1,2
-6.38378e-16,2
-0.1,2
-0.2,2
