score,achieved_return,computational_cost,nb_calls
50,10.6855,184.709,24268
50,12.2142,189.688,24165
50,11.1387,193.836,23966
50,12.2145,197.313,24232
50,13.8923,190.718,24080
50,13.6757,187.677,24593
50,10.9677,189.939,24256
50,11.3219,187.703,24434
50,9.17282,185.271,24229
50,8.16241,187.323,24460
50,13.5991,180.175,24655
50,13.3685,179.586,24615
50,12.4055,190.325,24165
50,14.653,199.913,24577
50,7.67125,180.15,24234
50,12.4703,181.043,23837
50,7.31105,181.674,24061
50,6.9069,193.543,24077
50,8.80477,194.92,24392
50,15.5076,196.663,24694
50,13.4253,188.845,24013
50,10.1945,192.745,23930
50,9.2218,182.627,24448
50,10.1877,181.728,24220
50,9.14192,179.575,23883
50,5.83207,181.329,23978
50,14.084,182.188,24725
50,9.17738,183.914,24433
50,13.9405,191.451,24678
50,8.5348,198.165,23940
50,13.5291,196.542,24627
50,13.5512,195.981,24625
50,11.4897,195.747,24271
50,12.1289,188.505,24674
50,7.3867,178.48,24067
50,11.0671,178.887,24152
50,10.1794,180.587,24320
50,9.96225,178.492,24269
50,14.084,178.631,24730
50,13.8787,178.196,24385
50,9.23593,178.484,24266
50,16.6959,181.787,24946
50,12.7712,178.254,24747
50,6.24067,177.061,23944
50,14.7874,177.942,24553
50,11.3538,177.313,23933
50,8.48137,177.215,24062
50,12.9658,179.181,24511
50,12.7624,178.336,24618
50,14.2394,177.644,24052
50,11.4241,186.114,24035
50,12.2148,191.386,24517
50,8.7444,192.48,24156
50,10.4027,199.168,24637
50,9.59772,210.965,24078
50,10.7877,213.033,24342
50,11.6134,206.41,24464
50,12.9792,200.152,24652
50,9.69863,203.163,24392
50,12.7482,189.317,24527
50,8.25545,196.746,24267
50,6.32488,183.605,23806
50,10.5368,196.021,24624
50,6.13422,197.185,23848
50,8.62452,194.243,24031
50,11.5096,182.217,23978
50,10.9138,183.969,24002
50,11.5767,186.87,24629
50,11.1559,184.591,24790
50,12.1329,184.561,24895
50,9.79224,183.073,24563
50,11.5333,179.947,24424
50,6.63121,183.081,24688
50,17.1813,184.422,24883
50,9.1703,180.311,24170
50,10.9909,182.949,24011
50,12.4726,181.701,24397
50,13.7124,179.687,24642
50,9.48698,179.602,24005
50,13.2205,181.134,24107
50,10.3232,181.294,24363
50,7.01536,180.753,23965
50,11.772,178.729,24257
50,12.4507,179.062,24242
50,12.3543,178.718,24173
50,6.0307,178.633,24307
50,10.0666,179.849,24095
50,13.9636,182.531,24766
50,14.4882,182.511,24541
50,10.4547,181.823,24646
50,12.5849,178.887,24290
50,13.1791,179.792,24552
50,7.48612,183.003,24028
50,12.8877,181.701,24479
50,11.7495,180.863,24159
50,6.99038,178.813,23892
50,13.7297,179.576,24552
50,9.9777,179.605,24413
50,9.51707,179.979,24459
50,12.9368,179.953,24611
50,11.5246,180.019,24269
50,8.51915,179.642,24236
50,6.72401,181.02,24521
50,11.623,179.633,24534
50,11.1094,180.407,24548
50,15.4154,180.766,24671
50,13.156,180.694,24858
50,11.0852,179.68,24417
50,13.4157,179.208,24305
50,10.973,183.522,24423
50,10.9717,181.201,24653
50,13.877,181.701,24633
50,11.5351,179.987,23969
50,13.8832,180.91,24977
50,7.57915,179.072,24273
50,8.77057,180.004,24457
50,13.8064,180.25,24343
50,5.4246,179.779,24243
50,7.62011,179.289,23821
50,6.31522,178.909,24230
50,7.85976,178.291,23947
50,7.54453,180.086,24096
50,7.97677,192.603,24477
50,10.1389,193.218,23856
50,11.4239,190.68,23865
50,7.66018,196.183,24369
50,11.6013,180.215,23965
50,8.89229,184.835,24629
50,8.91837,179.655,24368
50,9.95768,189.963,24092
50,12.1318,193.79,24703
50,13.2148,191.573,24664
50,13.3524,183.377,24625
50,10.2293,179.954,24214
50,13.5571,181.184,24438
50,9.48179,180.974,24477
50,12.5243,180.427,24243
50,10.752,179.242,23885
50,14.0642,181.945,24583
50,7.84284,181.084,24433
50,9.4204,180.054,23981
50,13.1791,181.26,24492
50,13.2077,180.912,24525
50,9.70261,179.779,24075
50,12.9513,181.81,24663
50,12.8743,180.92,24565
50,13.4484,179.768,24152
50,10.2272,179.927,23952
50,10.8215,182.192,24002
50,10.0753,180.27,23980
50,13.1849,181.114,24358
50,11.4726,181.514,24669
50,11.699,180.053,24030
50,10.2231,180.696,24369
50,11.5155,181.896,24018
50,7.54015,181.62,24353
50,9.85635,180.793,24478
50,13.1487,179.465,24146
50,9.44486,180.04,23994
50,13.2377,181.519,24788
50,10.2388,180.79,24489
50,14.3278,179.406,24122
50,13.636,183.179,24569
50,9.80554,180.551,24504
50,8.39812,180.602,24407
50,16.7547,184.19,24862
50,12.2657,181.585,24729
50,14.4408,181.84,24719
50,12.5386,179.709,24448
50,7.40707,181.145,24009
50,8.6239,181.42,23993
50,13.3743,181.226,24147
50,8.3537,180.237,24120
50,10.3584,180.117,24476
50,11.2015,179.549,24516
50,7.42451,179.399,24085
50,12.1149,184.588,24252
50,9.4385,181.801,24257
50,8.38098,181.266,24564
50,9.15114,179.642,24364
50,13.5614,181.978,24519
50,14.0235,180.819,24390
50,10.8171,182.843,24432
50,11.395,204.063,24868
50,12.9486,189.34,24498
50,12.8256,188.507,24301
50,14.0396,183.744,24559
50,10.0124,183.762,24216
50,16.6547,181.296,24331
50,8.32198,191.865,23829
50,9.20736,186.036,24495
50,10.4383,182.239,24449
50,12.4358,197.154,24622
50,7.33161,185.852,24211
50,8.22075,181.138,23962
50,6.87001,187.336,24320
50,8.23234,181.964,23851
50,8.71495,181.628,23868
50,8.80216,181.18,23867
50,12.7102,192.163,24644
50,12.0091,191.731,24407
50,12.793,191.282,24512
50,11.883,193.871,24563
50,15.4694,185.333,24819
50,10.711,185.351,24580
50,13.1828,189.326,24203
50,7.74008,197.2,24228
50,12.6007,210.337,24404
50,11.9958,187.926,24116
50,13.3341,188.428,24542
50,10.9817,198.623,24567
50,9.03972,189.701,24216
50,11.824,184.412,24230
50,9.06542,180.286,24777
50,7.15606,181.565,24002
50,8.69911,187.048,24190
50,8.00537,188.993,24071
50,11.0815,199.211,24156
50,10.5764,198.794,24459
50,8.37363,194.151,24395
50,7.49152,203.772,23807
50,15.9778,212.631,24683
50,9.96759,207.291,24772
50,10.7504,193.812,24701
50,8.14777,185.481,24520
50,10.4107,184.679,24338
50,6.27132,177.671,24430
50,11.1108,178.248,24191
50,7.1216,185.385,23957
50,10.8485,179.283,24611
50,10.162,176.899,24155
50,11.345,177.722,24720
50,11.476,176.876,24059
50,7.51367,178.918,24443
50,16.06,180.584,24643
50,6.92311,176.832,24442
50,9.71018,184.393,24411
50,12.6744,194.781,24744
50,10.1823,189.831,24613
50,10.7461,196.311,24133
50,8.74096,184.685,24303
50,7.34926,187.008,23860
50,11.7403,186.478,24050
50,9.30444,185.913,24527
50,9.87436,192.939,24503
50,9.03984,177.902,24538
50,10.4195,180.901,24045
50,16.7183,182.764,24839
50,9.95768,185.548,23973
50,6.92996,181.431,24470
50,6.86707,177.929,24331
50,8.77116,177.915,24637
50,12.8201,183.751,24393
50,12.1437,190.358,24587
50,5.19021,177.602,24060
50,9.64846,178.656,24554
50,9.17109,177.42,24045
50,8.97072,176.881,24423
50,13.0661,177.53,24711
50,11.5711,177.418,24674
50,11.9206,176.82,23947
50,10.4016,179.904,24950
50,6.95971,176.337,24069
50,10.2333,177.812,23964
50,13.587,177.852,24593
50,5.19215,176.83,24138
50,10.4118,178.431,24570
50,17.0428,179.578,24596
50,13.4551,185.221,24507
50,10.346,177.816,24520
50,10.9216,177.115,23919
50,12.837,178.659,24885
50,10.1933,181.592,24109
50,13.8084,179.001,24593
50,12.1363,178.843,24706
50,9.03389,176.884,24500
50,13.1487,176.723,24140
50,5.44666,177.156,24217
50,10.8873,176.866,23987
50,11.1286,188.291,24600
50,8.48933,183.324,24617
50,12.6372,177.955,24499
50,9.98401,178.073,24697
50,9.669,178.887,24723
50,12.2557,179.393,24329
50,14.9072,176.971,24555
50,9.9977,177.202,24682
50,11.3949,176.539,23857
50,8.01437,180.036,24169
50,7.74295,177.979,24434
50,12.7023,178.824,24601
50,4.66014,176.401,24080
50,8.77701,176.837,24195
50,7.25606,176.515,24262
50,12.0254,178.373,24362
50,13.9448,177.626,24508
50,10.1595,179.854,24359
50,10.2902,177.317,24769
50,11.2907,176.948,24422
50,6.77461,176.633,24073
50,9.24656,178.42,24827
50,8.77001,177.101,24426
50,5.27645,177.399,23942
50,12.9152,180.75,24607
50,7.51032,180.768,23826
50,11.8079,179.875,24848
50,11.1022,178.366,25017
50,8.42908,177.456,23930
50,12.4476,177.114,24553
50,14.7232,177.658,24526
50,14.0745,176.92,24560
50,13.1484,178.615,24228
50,12.9785,177.843,24641
50,10.8429,176.958,24461
50,14.13,176.874,24301
50,7.54163,176.901,24361
50,10.2263,181.667,24553
50,6.61443,181.18,24138
50,12.933,179.26,24600
50,8.10514,179.788,24677
50,12.0902,178.67,24903
50,8.95789,176.66,24468
50,5.61372,177.705,23988
50,7.1336,176.977,24102
50,10.2,177.473,24497
50,7.74265,176.009,23915
50,12.9153,176.998,24339
50,11.1995,178.414,23932
50,8.56534,177.821,24447
50,9.03442,178.233,24444
50,13.4221,184.743,24199
50,9.33541,178.991,23840
50,10.3309,178.006,24718
50,6.33882,176.584,23846
50,5.25553,175.946,23846
50,10.4001,177.015,24461
50,16.3566,177.629,24657
50,10.5903,176.607,24186
50,11.8947,178.045,24770
50,9.54347,178.263,24610
50,13.8992,178.064,24784
50,9.22178,176.86,24547
50,8.1065,176.387,24120
50,11.7377,176.286,24050
50,13.92,179.248,24561
50,15.0319,177.439,24586
50,12.1871,179.759,24564
50,10.1726,176.614,24410
50,6.25019,176.149,23956
50,12.269,176.406,23984
50,12.3674,177.593,24671
50,12.6384,178.031,24751
50,8.67846,175.943,23783
50,12.8012,176.539,24370
50,10.6022,176.123,23945
50,10.0403,179.453,24595
50,6.38542,177.047,24113
50,10.5524,177.013,24186
50,14.8892,179.631,24944
50,8.85441,182.408,24597
50,9.7215,176.531,23732
50,10.5876,179.148,24747
50,10.5452,177.634,24513
50,11.7767,177.198,24588
50,8.86145,177.07,24664
50,12.6344,176.8,24401
50,12.2051,177.567,24635
50,6.60144,177.039,24269
50,11.0153,175.815,23821
50,10.3437,176.383,23785
50,10.5571,177.416,24389
50,12.9542,178.281,24723
50,9.95096,179.228,24518
50,13.0123,181.767,24486
50,7.36621,180.717,23855
50,7.14897,179.837,24364
50,10.9431,177.475,24065
50,10.3395,179.468,24639
50,14.4989,177.35,24639
50,12.6006,177.762,24793
50,11.7998,176.881,24458
50,9.69457,176.572,24162
50,10.2631,177.447,24588
50,14.163,179.127,24469
50,14.8324,178.168,24695
50,12.0661,178.459,24661
50,13.4716,180.742,24775
50,9.52706,177.334,24070
50,10.4344,179.742,24542
50,12.8977,185.345,24152
50,12.1132,178.389,24747
50,11.5744,178.08,23983
50,11.6807,177.606,24347
50,14.7734,177.331,24668
50,12.4949,178.959,24326
50,8.16099,177.532,24098
50,11.6999,177.543,24569
50,7.15148,176.228,23986
50,10.0571,176.059,23944
50,13.5957,179.515,24455
50,14.3372,178.147,24727
50,14.2369,177.417,24483
50,12.992,177.46,24664
50,11.1234,180.605,24461
50,9.94021,183.113,24623
50,4.63634,179.414,23970
50,11.4473,177.296,23800
50,10.6282,177.089,24660
50,10.831,176.303,24100
50,12.6716,177.563,24613
50,9.78675,178.19,24289
50,10.7389,178.058,24740
50,13.4184,177.503,24208
50,9.80159,177.58,24531
50,9.85944,176.346,24160
50,9.29968,177.202,24679
50,12.5502,187.636,24457
50,10.9788,179.148,24446
50,12.3819,178.169,23839
50,7.18908,177.548,23902
50,8.85753,177.234,24592
50,9.78192,177.357,24178
50,14.2182,177.624,24390
50,9.57271,177.305,24524
50,8.25544,176.44,23987
50,11.0249,176.407,24089
50,9.93881,176.514,24143
50,11.8979,179.846,24560
50,11.3638,176.839,24369
50,6.02316,177.868,24473
50,12.257,177.405,24731
50,10.9107,176.848,24583
50,10.0912,177.519,24693
50,8.25657,176.482,24409
50,13.6726,178,24625
50,10.6764,178.451,24515
50,12.5352,177.309,24541
50,15.5851,177.236,24600
50,9.91636,178.256,23616
50,9.4532,177.094,24642
50,11.0423,179.466,24149
50,6.06593,176.322,23964
50,12.5735,178.793,24655
50,12.1727,180.001,24529
50,12.3728,179.267,24232
50,11.797,177.611,24649
50,12.9437,176.647,24314
50,11.7258,176.765,24451
50,10.9229,176.05,23837
50,11.8404,177.65,24514
50,7.69242,186.222,24409
50,10.82,179.443,24371
50,9.28868,179.82,24390
50,10.3581,178.296,24302
50,12.224,176.601,23672
50,6.66476,178.318,23926
50,13.7078,178.062,24394
50,12.218,176.066,23944
50,11.1821,176.894,24369
50,8.48791,176.084,23928
50,9.97709,177.422,24331
50,10.0037,177.376,24554
50,10.0585,176.535,24095
50,8.72466,176.289,24145
50,12.82,177.002,24541
50,12.2835,177.535,24744
50,12.0596,182.116,24746
50,14.7051,177.998,24644
50,13.6179,177.646,24701
50,9.74543,177.05,24575
50,11.5674,177.524,24683
50,12.4754,178.163,24425
50,7.25453,176.975,23932
50,12.1545,181.568,24431
50,16.8536,183.007,24803
50,13.1826,179.433,24352
50,14.1038,178.301,24556
50,11.5116,179.337,24939
50,13.4701,176.941,24553
50,13.0859,177.123,24500
50,12.0904,176.018,23871
50,7.36484,176.387,24039
50,12.6845,179.146,24612
50,5.93332,176.366,24145
50,9.17161,176.739,24366
50,10.5374,177.036,24501
50,10.3185,177.538,24664
50,11.8808,184.82,24612
50,9.93697,177.75,24453
50,10.1501,179.104,23793
50,12.4305,176.756,24095
50,16.3268,177.064,24553
50,9.83433,176.36,23895
50,13.149,177.132,24142
50,10.8564,180.493,24484
50,6.04703,176.304,24118
50,11.3881,177.327,24513
50,9.04124,177.189,24606
50,13.5957,177.165,24530
50,13.558,177.729,24656
50,6.28755,175.987,23935
50,7.21513,182.239,23956
50,9.7448,180.569,24532
50,14.5813,180.224,24505
50,7.39957,177.876,23929
50,10.6395,177.984,24441
50,10.4693,176.84,23871
50,8.35606,176.284,24037
50,11.9612,177.353,24573
50,16.2379,177.254,24597
50,16.8224,179.527,24637
50,9.15146,177.151,24427
50,11.7961,182.83,24153
50,14.9339,182.758,24373
50,8.9192,179.533,24615
50,10.0837,180.46,24749
50,11.2502,177.846,24551
50,13.2712,176.231,23945
50,9.4018,176.331,24057
50,10.0067,180.825,24285
50,9.82647,184.696,23672
50,7.61477,179.459,23935
