score,achieved_return,computational_cost,nb_calls
50,5.76477,177.719,23992
50,14.112,180.848,24643
50,6.91153,180.18,24380
50,11.6172,179.137,24595
50,10.1228,181.299,24465
50,4.8084,177.436,23802
50,12.0849,179.634,24838
50,11.373,178.448,23981
50,8.39948,177.419,24113
50,11.2457,179.269,24064
50,10.111,181.253,24462
50,13.0877,179.771,24931
50,9.5108,178.952,24066
50,9.79199,180.024,24657
50,13.5553,179.218,24545
50,6.20637,180.358,24081
50,12.74,180.35,24794
50,7.75401,177.973,23890
50,13.9564,181.899,24769
50,9.8376,177.922,24006
50,5.38823,179.29,24025
50,12.5945,179.903,24434
50,8.38156,180.256,24343
50,9.42617,178.721,24370
50,7.5126,177.767,23908
50,12.4583,178.025,24546
50,10.0586,182.654,24655
50,8.62538,179.34,24611
50,8.23283,177.771,23847
50,16.7431,178.55,24631
50,12.1187,177.784,24368
50,9.84437,180.229,24453
50,13.3436,179.92,24154
50,12.8967,178.281,24288
50,8.49783,178.552,24261
50,10.3904,179.582,24464
50,7.3986,177.589,24080
50,12.6368,181.164,24663
50,7.42986,177.663,24107
50,9.39992,177.802,24148
50,5.40317,179.854,24077
50,8.9634,177.264,24100
50,10.7807,179.51,24268
50,8.50926,180.201,24096
50,11.0078,177.909,23934
50,8.9775,179.112,24495
50,9.42415,179.266,24644
50,13.4421,178.949,24455
50,12.1141,181.235,24529
50,14.6444,182.125,24547
50,9.45882,182.293,24607
50,10.154,182.412,24519
50,11.5994,178.608,24608
50,9.57429,180.236,24498
50,10.2586,179.328,24165
50,7.36142,178.443,24336
50,11.1429,179.073,24817
50,12.9648,178.138,24510
50,9.42467,177.076,24089
50,7.34372,181.067,24325
50,10.8933,177.641,24169
50,14.8021,178.906,24756
50,9.631,178.62,24391
50,12.5778,178.531,24925
50,10.2166,179.016,24138
50,8.60518,179.606,24314
50,13.3533,178.948,24741
50,11.4797,178.634,24156
50,8.66437,180.409,24622
50,7.21509,178.319,24435
50,11.6315,179.506,24058
50,3.83029,176.828,23564
50,13.0356,178.878,24600
50,11.3913,178.53,24555
50,7.71338,178.745,24370
50,9.44801,180.109,24721
50,10.6259,179.813,24397
50,7.53187,178.896,24219
50,4.72263,177.928,24363
50,11.8747,178.096,24435
50,11.2764,177.253,24127
50,12.2636,180.977,24634
50,11.0839,178.435,24505
50,10.2303,178.444,24644
50,3.60796,178.275,23854
50,5.12602,177.629,24271
50,11.4083,179.872,24471
50,14.0294,181.814,24414
50,10.4784,177.549,23872
50,9.30101,179.032,24537
50,10.5048,177.789,24567
50,8.67746,176.6,23660
50,10.3283,180.854,24285
50,13.1837,178.328,24339
50,8.20432,177.669,24105
50,7.98221,180.665,24466
50,12.31,178.011,23989
50,11.2679,182.935,24453
50,13.0187,180.163,24621
50,13.1605,178.224,24118
50,13.8706,178.257,24417
50,6.94013,178.939,23999
50,9.44521,177.095,23964
50,9.39115,181.276,24260
50,7.44217,179.538,24531
50,12.8258,179.476,24461
