x,y
0.5,0.5
0.6,0.5
0.7,0.5
0.8,0.5
0.9,0.5
1,0.5
1.1,0.5
1.2,0.5
1.3,0.5
1.4,0.5
1.5,0.5
1.6,0.5
1.7,0.5
1.7,0.6
1.8,0.6
1.8,0.7
1.8,0.8
1.9,0.8
1.9,0.9
1.9,1
1.9,1.1
1.9,1.2
1.9,1.3
1.9,1.4
2,1.4
2,1.5
2,1.6
2,1.7
2,1.8
2,1.9
2,2
2,2.1
2,2.2
2,2.3
2,2.4
2,2.5
1.9,2.5
2,2.5
2.1,2.5
2,2.5
2.1,2.5
2.2,2.5
2.1,2.5
2.2,2.5
2.3,2.5
2.2,2.5
2.3,2.5
2.4,2.5
2.5,2.5
2.4,2.5
2.5,2.5
