score,achieved_return,computational_cost,nb_calls
50,11.0067,178.169,24078
50,8.87606,179.702,24135
50,13.5862,179.103,24629
50,7.54163,179.47,23899
50,15.8383,181.681,24652
50,4.45963,178.084,23847
50,8.79246,179.24,24199
50,12.0955,178.519,24212
50,9.17439,178.76,24571
50,10.2484,182.588,24322
50,10.6666,178.776,24054
50,8.79343,178.875,24180
50,9.13367,178.029,24077
50,10.7809,178.561,24610
50,10.3247,180.178,24481
50,11.669,181.714,24598
50,11.0252,178.973,24429
50,9.1426,180.498,24171
50,9.46992,180.4,24292
50,11.3596,180.673,24624
50,3.72892,180.047,23800
50,9.87327,178.354,23982
50,7.98486,179.095,24284
50,13.6183,179.488,24486
50,12.1954,178.685,24603
50,10.1136,181.566,24588
50,4.89852,180.096,24455
50,12.3885,179.745,24731
50,11.3465,178.435,24420
50,7.63873,177.846,24105
50,10.4093,181.086,24024
50,6.50773,181.099,23841
50,9.67207,180.943,24489
50,6.68843,180.131,23868
50,10.0881,179.938,24261
50,5.32698,178.383,24010
50,7.12762,179.974,23947
50,12.0904,185.82,24127
50,12.1566,189.209,24383
50,8.72795,178.664,24138
50,7.9917,177.706,24081
50,9.3576,179.753,24452
50,11.1983,181.083,24617
50,12.2512,178.427,24447
50,7.86042,177.903,23885
50,10.5383,177.568,24000
50,13.0301,178.164,24281
50,9.57942,181.021,24428
50,6.73052,179.349,24132
50,9.86274,178.46,24409
50,11.2166,183.512,24393
50,11.946,178.047,24146
50,8.35787,179.514,24342
50,12.227,180.143,24375
50,7.86359,178.336,23893
50,8.60001,177.337,24018
50,11.2963,178.293,24450
50,9.5794,178.61,24404
50,7.56104,180.935,24091
50,12.6537,181.389,24692
50,10.6762,179.393,24605
50,7.70034,182.895,23763
50,7.73623,177.495,24208
50,8.40445,178.878,24063
50,5.88506,181.406,24218
50,11.6504,179.92,24067
50,9.45519,178.837,24584
50,12.4666,179.085,24037
50,13.0162,178.131,24356
50,10.386,180.211,24405
50,8.95362,179.477,24481
50,10.3177,178.166,24052
50,12.0587,177.767,24296
50,10.7611,177.802,24143
50,6.29601,180.385,24151
50,12.6517,179.747,24324
50,10.7415,178.228,24171
50,12.8141,180.909,24517
50,11.409,178.647,24621
50,6.77235,177.829,24116
50,9.9504,179.558,24021
50,9.89416,179.947,24393
50,13.265,179.585,24945
50,10.2837,179.262,24447
50,13.1982,177.724,24059
50,15.3607,179.543,24542
50,10.5115,181.7,24465
50,7.58401,178.592,23981
50,12.1487,179.705,24628
50,12.7547,178.703,24270
50,8.57846,178.001,24155
50,7.89819,182.383,24463
50,13.027,179.373,24432
50,11.2055,178.231,24332
50,10.0921,178.974,24535
50,12.6434,178.463,24477
50,10.7509,179.497,24402
50,10.4901,183.993,24046
50,10.9908,178.285,24157
50,15.7192,181.145,24796
50,13.1526,185.247,24490
50,11.1085,179.413,24480
50,11.5674,185.658,24626
50,9.3243,185.104,24081
50,11.5474,178.841,24010
50,8.12802,180.47,24425
50,9.21844,178.508,24518
50,8.02419,182.287,24286
50,6.09335,178.805,24044
50,10.743,178.376,24595
50,6.64707,178.302,24482
50,12.5312,180.286,24620
50,11.8164,181.524,24378
50,11.1399,181.474,24521
50,10.1386,179.66,24568
50,11.1056,177.375,23937
50,7.38665,178.662,23956
50,8.61427,177.93,24274
50,15.351,180.093,24691
50,8.85839,187.354,24268
50,10.9638,177.956,24051
50,11.5275,178.324,24430
50,10.3635,178.414,24408
50,10.5097,178.214,24409
50,9.64608,182.322,24619
50,14.4367,178.857,24767
50,11.1122,178.238,24529
50,6.30619,177.293,23936
50,11.3209,177.84,24082
50,12.4233,179.661,24442
50,9.19514,180.042,24467
50,7.64572,181.789,24256
50,9.27001,181.797,24419
50,12.2661,178.403,24210
50,13.1216,181.907,24648
50,8.50163,183.476,24249
50,7.75148,178.504,24000
50,9.82111,178.848,24013
50,8.79011,178.121,24159
50,7.27237,178.856,24197
50,8.49545,180.225,24233
50,8.98599,181.47,23992
50,15.255,179.806,24721
50,7.52852,181.637,24276
50,12.9147,178.482,24672
50,9.76822,179.487,24737
50,7.93193,180.671,24273
50,9.74156,178.357,24469
50,5.82602,178.537,24086
50,6.87166,179.327,23967
50,12.1913,179.307,24792
50,9.27937,178.25,23615
50,9.64981,178.71,24063
50,7.14322,178.258,24309
50,15.2318,178.551,24590
50,13.8842,178.274,24483
50,8.38068,177.318,24043
50,6.25926,182.086,24138
50,10.0746,179.324,24396
50,13.6106,179.186,24528
50,6.43464,179.894,24404
50,10.0727,178.1,23993
50,14.7879,181.6,24597
50,8.24384,179.957,24219
50,13.3122,178.184,24193
50,10.1495,179.071,24308
50,13.0033,178.597,24072
50,11.0718,179.403,23799
50,7.2414,181.468,24242
50,9.83484,179.752,24308
50,12.1202,178.598,24132
50,9.97923,178.992,24547
50,5.74742,177.804,24126
50,6.67428,179.543,23759
50,10.5739,178.78,23969
50,12.5372,179.48,24764
50,11.1452,178.037,24431
50,8.31204,178.016,24533
50,9.63449,177.879,24105
50,7.85,180.974,24287
50,4.66168,177.725,23567
50,8.52668,178.605,24612
50,11.5545,179.439,24574
50,11.9881,180.229,24506
50,15.1631,180.639,24575
50,7.526,180.041,24262
50,5.07728,177.75,23794
50,11.1094,178.637,24439
50,13.3485,178.285,24718
50,5.546,177.701,24239
50,7.80614,181.846,24427
50,14.1504,179.091,24546
50,12.9052,178.288,24519
50,8.88647,177.717,24359
50,10.0518,178.43,23970
50,3.00307,178.83,23824
50,8.80596,180.918,24192
50,6.49038,177.387,23893
50,11.1787,180.822,24535
50,10.7628,177.501,23998
50,14.358,178.251,24423
50,11.049,180.862,24470
50,9.171,179.808,24104
50,9.78601,180.058,24433
50,12.0327,178.686,24871
50,6.87446,177.278,24005
50,5.12753,179.668,24021
50,7.35774,179.925,24398
50,12.2394,178.988,24648
50,7.98355,179.885,24476
50,14.3176,179.054,24621
50,10.194,178.051,24372
50,12.183,181.033,24535
50,8.08399,178.774,24245
50,10.8853,180.066,24100
50,13.4559,180.366,24738
50,4.81046,177.397,23877
