score,computational_cost,nb_calls
162,3512.42,394603
142,3125.28,340638
114,2476.75,284696
156,3339.82,381402
126,2725.48,311361
134,2943.64,324405
154,3251.27,378499
170,3705.2,405970
194,4229.36,487851
110,2389.06,264617
182,3933.93,443050
124,2703.87,304438
226,4849.71,554712
116,2494.47,290485
140,3010.37,361962
164,3560,402430
136,2965.7,328200
164,3547.05,400677
110,2348.58,278269
168,3615.89,418807
200,4350.76,475695
172,3710.78,422456
116,2541.49,277800
150,3284.61,357107
236,5144.9,601067
172,3751.89,430643
102,2276.5,244479
162,3514.92,390577
158,3454.18,372725
146,3154.42,364057
246,5322.08,591113
130,2800.42,322844
134,2909.73,328135
154,3359.54,372099
262,5666.51,644927
92,2028.52,227775
275,5838.62,685273
108,2384.15,268346
196,4248.02,492302
118,2549.31,299937
148,3233.61,365857
134,2914.16,336485
114,2457.34,279902
140,3075.64,335296
215,4604.81,545531
194,4210.07,499174
156,3394.54,377835
156,3368.2,390823
188,4129.89,470001
118,2580.89,288828
116,2531.41,281922
102,2227.45,250636
254,5490.23,599227
160,3429.06,403908
126,2724.59,314784
132,2881.4,336881
122,2657.12,296289
180,3857.87,443313
214,4701.95,511206
186,4034.37,458160
172,3757.66,422418
164,3587.06,401931
145,3033.85,369900
118,2514.46,293428
184,3979.72,447321
264,5668.41,653381
180,3986.72,440707
237,4997.15,601537
501,10784,1.21903e+06
134,2931.42,320326
224,4870.33,562312
120,2646.29,284614
208,4514.05,509914
146,3128.04,377123
154,3351.39,386549
213,4638.59,527692
190,4112.96,472327
218,4752.6,523866
120,2624.8,291483
150,3212.49,369268
164,3576.35,392779
130,2833.9,312818
118,2601.04,289929
166,3634.43,409282
130,2855.01,315623
216,4676.78,540858
104,2294.26,259101
110,2419.81,269578
146,3155.84,361974
134,2921.32,333256
154,3345.33,378601
184,4103.69,446237
171,3650.18,435811
287,6182.63,709692
298,6536.38,705780
106,2293.43,264666
178,3867.61,428489
166,3559.39,402599
184,3983.45,434188
186,4008.7,477934
118,2539.32,292538
160,3448.37,404657
144,3124.23,356178
142,3087.41,335132
122,2657.73,301032
134,2908.45,328121
178,3850.66,438125
141,3024.58,347185
136,2952.4,340774
214,4612.91,514983
146,3157.17,362924
174,3800.61,418902
136,2915.88,346610
136,2971.04,329650
88,1922.69,215163
231,4924.4,584768
148,3162.04,372622
154,3382.37,379557
148,3158.15,360427
108,2351.66,262239
156,3329.38,389146
154,3322.87,376405
174,3804.55,432395
176,3875.18,419748
362,7897.81,855818
194,4233.01,465066
166,3643.48,397545
132,2871.32,325308
130,2849.65,315058
152,3318.91,380832
170,3660.32,427407
138,3007.43,344080
124,2695.85,300812
118,2567.28,284632
86,1895.62,215052
122,2665.14,290369
166,3611.59,389351
124,2695.35,297740
112,2419.26,282945
142,3095.71,356732
132,2855.86,321808
134,2966.91,330739
226,4895.68,557563
112,2418.35,280414
208,4502.93,501265
162,3625.17,383867
210,4380.56,520578
142,3108.83,348787
116,2566.85,278839
92,1976.7,232910
154,3340.89,368175
204,4480.48,498486
377,8195.28,947706
135,2899.85,338648
96,2108.76,236771
146,3192.32,363917
154,3353.01,368293
174,3769.72,436956
136,2959.15,334450
142,3126.83,345555
218,4711.98,546115
140,2997.63,357643
110,2383.13,272533
122,2658.16,301828
204,4433.73,518914
130,2829.11,316103
210,4491.16,507295
197,4336.15,475301
204,4368.74,511961
178,3807.85,433632
164,3599.48,411414
126,2739.79,312603
182,3998.82,434048
128,2807.95,304793
682,14868.8,1.62133e+06
134,2909.7,315693
120,2604.99,291786
188,4063.67,459680
174,3749.28,421801
218,4833.74,506185
110,2373.37,274256
128,2793.81,316118
138,3000.1,335924
164,3499.34,410477
110,2431.12,274803
102,2224.83,247697
114,2467.92,283301
112,2418.14,275829
126,2708.86,319034
124,2664.44,308720
118,2545.64,296075
160,3472.96,390539
160,3502.37,396185
164,3533.41,399048
244,5212.64,594012
102,2197.18,261363
136,2996.15,344881
102,2197.58,260335
196,4322.81,480052
226,5008.34,528841
258,5816.86,624259
216,4723.97,536848
146,3218.52,355195
92,2008.14,228959
108,2339.71,257523
178,3857.21,433519
96,2070.4,235388
132,2814.73,327375
260,5627.84,624753
194,4231.14,462537
224,4898.86,544468
142,3059.78,341659
192,4244.98,455836
218,4738.86,519817
80,1723.56,200317
128,2768.25,330357
214,4558.42,538667
188,4093.95,449947
154,3328.16,371984
90,1939.96,229999
156,3513.46,372219
94,2055.78,237337
176,3773.15,438170
106,2312.04,264661
170,3651.4,405323
114,2513.69,282996
713,15547.6,1.6651e+06
144,3090.88,355317
154,3352.98,374794
88,1923.88,219570
114,2485.24,290678
171,3701.89,448298
188,4086.74,448023
114,2467.97,292195
122,2741.58,298206
241,5194.4,625425
88,1919.89,225529
180,3968.56,429899
138,2974.59,345432
148,3227.43,364098
154,3372.24,379604
281,6028.23,706422
222,4941.25,521748
127,2749.52,311127
152,3349.4,366596
158,3438.21,369624
128,2797.19,317443
286,6226.53,704704
126,2756.53,314585
178,3920.1,429815
226,4875.81,555530
126,2768.93,317556
146,3198.36,359651
138,3050.09,332561
262,5627.96,663051
176,3823.39,435855
138,3014.06,332844
162,3520.16,409354
146,3204.49,349280
178,3882.51,435562
122,2675.83,294762
322,6955.4,782365
211,4587.13,541378
472,10153.2,1.10488e+06
240,5236.6,569755
228,4941.94,556389
136,2967.34,324564
314,6822.96,758308
162,3471.29,390643
102,2222.59,252236
168,3703.78,402643
128,2775.74,316479
170,3733.91,413952
148,3230.48,372276
122,2666.99,296305
98,2117.98,243119
124,2705.25,302225
154,3321.61,389549
246,5284.53,628340
192,4197.97,458880
142,3092.73,350178
152,3343.03,364426
146,3151.77,356505
102,2208.41,255299
248,5404.57,592803
118,2561.96,290428
118,2573.07,290012
80,1736.05,198393
168,3654.08,408618
118,2536.25,292636
285,5961,729425
198,4239.54,491907
142,3090.42,337815
98,2169.13,238342
142,3054.21,342950
154,3331.37,379286
134,2916.79,315179
154,3443.63,365401
118,2568.98,286706
140,3054.28,340523
144,3073.74,358728
118,2555.78,294623
150,3252.31,374877
124,2702.05,302141
98,2141,237285
158,3476.67,383451
108,2372.5,261305
104,2269.61,253423
84,1814.19,209761
208,4593.94,513564
148,3186.7,357404
108,2382.42,257443
140,3002.8,345036
136,2981.24,331946
160,3421.88,408382
112,2443.22,281827
202,4477.29,486933
136,2963.97,334449
180,3937.18,433669
265,5630.63,656943
168,3620.76,429001
142,3140.72,348441
192,4103.7,478885
116,2515.25,292388
112,2401.68,280050
138,3017.33,334097
100,2167.45,249897
138,3032.67,329587
126,2763.48,309865
176,3778.44,434933
124,2724.59,299632
112,2416.79,278143
106,2325.33,265459
134,2895.47,331573
194,4183.68,487916
106,2315.49,254616
248,5404.6,597217
182,3946.59,434616
309,6553.69,784020
168,3628.89,427189
132,2918.52,320677
148,3241,364368
128,2801.05,317981
200,4271.08,492283
106,2307.25,262295
188,4144.57,441181
170,3724.93,413263
434,9739.39,995931
116,2518.7,299502
142,3069.48,354523
108,2339.96,273596
100,2229.29,243901
206,4376.79,525641
82,1775.89,202270
114,2496,281132
136,2908.35,341769
84,1834.88,210610
104,2260.82,257140
188,4088.35,447167
122,2673.04,307784
116,2527.45,281318
198,4430.07,481440
132,2898.75,322217
130,2809.12,320599
364,8126.71,845632
