score,computational_cost,nb_calls
76,1666.96,185167
94,2089.54,224046
132,2927.7,304047
74,1658.45,177427
177,3869.87,427678
112,2484.92,260542
110,2414.75,268148
88,1936.18,208295
132,2914.48,321823
102,2218.51,250681
206,4443.12,506294
120,2634.77,285111
118,2592.8,280047
86,1879.35,213050
100,2223.46,241029
194,4235.82,477870
116,2588.51,273859
112,2471.58,260090
134,2956.18,322236
94,2072.59,225422
150,3327.25,352560
124,2767.98,292392
136,3066.46,323291
126,2765.71,303249
102,2263.37,242840
206,4405.45,496729
200,4380.55,464249
82,1819.82,192172
112,2450.69,274826
136,2993.34,338296
168,3641.57,405201
106,2317.32,255485
136,2963.05,330132
216,4691.01,499475
116,2545.77,279583
86,1905.48,209603
134,2928.57,327959
114,2540.56,278345
102,2281.21,237985
112,2482.22,263030
146,3247.81,343772
94,2056.96,227889
164,3722.14,381122
152,3274.92,360382
142,3119.2,338996
166,3662.42,388940
126,2758.16,303455
356,7765.02,825143
128,2788.74,304491
104,2331.04,242382
132,2885.48,313995
114,2514.74,268611
80,1767.49,198438
130,2849.66,305119
160,3503.28,381474
106,2338.3,249104
108,2370.81,257968
122,2678.76,302212
68,1484.81,162844
100,2222.16,245762
140,3063.17,340215
146,3177.51,354822
114,2585.13,267841
96,2111.31,237506
156,3405.43,371114
162,3544.19,385470
100,2184.45,237570
98,2155.65,230784
128,2774.09,311781
106,2299.74,261015
142,3109.8,331457
144,3135.96,336919
120,2593.47,289004
144,3167.83,344540
116,2556.98,274886
90,1955.98,215830
102,2223.83,245023
126,2760.41,298268
134,2928.12,304374
90,1985.69,211444
114,2479.61,272497
210,4666.42,478458
86,1872.17,210274
116,2573.45,269985
138,3022.2,332143
80,1728.13,197754
98,2186.59,233334
130,2840.5,305553
104,2293.95,240871
104,2302.13,244670
106,2360.38,250321
110,2396.25,261627
102,2245.08,240302
142,3102.63,338688
94,2058.46,225314
100,2189.8,238276
128,2827.4,306396
122,2683.46,290783
175,3840.71,427697
100,2184.72,238312
102,2245.59,242826
202,4313.59,487459
84,1853.71,198350
126,2731.8,298662
104,2319.1,244768
152,3320.97,353322
136,2993.61,321375
128,2794.43,310049
